unknown,postcode,city,country,postcode,city,country,house_number,house_number,unknown,unknown
AAKLI001,1053 BL,HEERENVEEN,NL,6163 HG,VELDHOVEN,NL,101-103,82,,LUBRI001
TENNA001,6920 AD,ROOSENDAAL,NL,3811 LP,,NL,132,52,,MEKUF001
BOERX033,3425 EK,SITTARD,NL,,ROTTERDAM,NL,,120,1000.0,DORMA001
LEV03671,5222 AE,Gouda,NL,7951 SM,ARNHEM,,61,13,1000.0,EASYL001
VELUV001,5003 DG,MAASTRICHT,NL,2691 NX,STEENBERGEN,NL,,148,1000.0,PBNSP001
LEYSX002,8326 CL,NIEUW-LEKKERLAND,NL,3534 BK,BARENDRECHT,NL,10b,12,1000.0,PASSE002
LEV02587,6716 BT,ARNHEM,,3542 DW,AMSTERDAM,NL,9,123,1000.0,UNICA006
LEV02329,8000 AP,ETTEN-LEUR,NL,3815 KL,ZAANDAM,,,,,SAFEL001
VSUVE001,1017 MB,DE MEERN,NL,7316 CN,AMERSFOORT,NL,17,7,1000.0,LEV03981
THIJS004,5680 AA,ALBLASSERDAM,NL,8000 AA,NIEUWLAND,NL,344,20C,,COFEL003
SCHAD008,1422 XZ,HOOFDDORP,NL,,HILVARENBEEK,,25-27,71,1000.0,JEGER001
GANSE003,6800 AK,MEPPEL,NL,1053 BL,GOUDA,,4,9,1000.0,LEV01414
FABOR027,3085 KM,HOEVELAKEN,,2613 RW,ALMERE,NL,394,,1000.0,CNROO001
DIKKE004,2741 TA,BEVERWIJK,NL,5684 PL,AMERSFOORT,NL,,,1000.0,HOOPX001
BOELS012,2241 NW,HARDERWIJK,NL,5349 TA,BERGSCHENHOEK,,33,9,1000.0,REXCO001
VSSXX002,7940 KA,KERKDRIEL,NL,2595 AM,LOOSDRECHT,NL,33,23,1000.0,SERSA002
PRESE001,6546 BA,HENGELO,NL,7948 LE,SLIEDRECHT,NL,24,,1000.0,RENTW001
SPYWE001,2954 CC,UTRECHT,,3991 CT,,NL,,5,1000.0,ANTON001
FABOR012,1100 CA,BEST,NL,.,MAARSSEN,NL,8287,4a,1000.0,KEMPX003
HYDRO005,3079 VA,MUNCHEN,NL,3077 CB,SCHIPHOL - RIJK,NL,53c,14,1000.0,LEV00170
HEFXX001,4250 DD,RIJSWIJK,NL,2396 AS,NIJMEGEN,,8808,19,,TEBUL001
LEV04051,5960 AC,HENGELO,,1013 HP,HATTEM,NL,7,,1000.0,FABOR020
SCHAD001,5232 BC,S-HEERENHOEK,NL,2292 JB,WANNEPERVEEN,NL,133,28,1000.0,LEV02278
LENOI001,3904 HL,AMERSFOORT,NL,7951 NC,,NL,2,51,1000.0,LEV03373
DERKS001,2500 BB,BENNEKOM,NL,7418 ES,LEXMOND,NL,28-30,67b,,LEV00268
POLSX002,7690 AA,NEDERWEERT,NL,,HEINEKENSZAND,NL,75513,,1000.0,MULDE014
PNOCO001,3194 DA,ZAANDAM,NL,7061 DT,WEERT,NL,,,1000.0,LEV01907
WELLE001,3089 JD,Hengelo,NL,7478 BH,SOEST,NL,663,2-Jun,,ITEXX001
OILFI001,4704 RG,AMSTERDAM,NL,,HEIJNINGEN,NL,,43,1000.0,
SAITX001,4000 HC,DEVENTER,NL,2031 CS,VELP (NB),NL,36,17,1000.0,BOLID001
EEKIN001,2516 AA,HARDERWIJK,NL,6931 KG,BREDA,NL,3,2,1000.0,LEV04000
DZXXX001,3430 BJ,ALMELO,NL,6135 KJ,OLDENZAAL,NL,,39a,,MBDUS001
FIREF002,7602 KA,HATTEM,NL,,,,132,62-A,1000.0,KEMKO001
LEV03588,5321 VB,WERKENDAM,,1446 VG,ANE,NL,9081,37,,LEV04181
SITA0002,6412 PJ,ETTEN-LEUR,NL,4731 TV,,NL,24005,8,1000.0,SPANP001
NEDCO004,1440 AS,APELDOORN,NL,8106 PL,RIDDERKERK,NL,19,60,,GANSE003
RENSX003,8051 CL,GROOT AMMERS,NL,6135 KP,BURGUM,NL,26 c,..,,HARTE006
NSVAS003,3821 AP,DORDRECHT,NL,6101 NL,VEENENDAAL,NL,424,,1000.0,ENEXI004
RBCXX002,2408 AS,NIJKERK,,,,NL,116,32,1000.0,SCHUR005
WORKX011,3911 TZ,VLAARDINGEN,NL,3871 MV,DORDRECHT,NL,1,2,1000.0,CRIEN001
MANNT001,5570 AA,ROOSENDAAL,NL,2954 CC,AALTEN,NL,139,6,1000.0,KOOPM014
SIKKE003,6170 AA,WANNEPERVEEN,NL,2825 BP,ZEVENAAR,,1070,4,1000.0,TEEUW001
LEV03749,2600 AL,ENSCHEDE,NL,6129 BG,,NL,15,131,1000.0,MHEEN001
NENXX001,3600 BA,DEVENTER,NL,1112 AW,GRONINGEN,NL,,28,1000.0,HEEZE003
BEKKU003,1000 CC,DEVENTER,NL,9203 AN,,NL,30,,1000.0,BOELS011
PACKS001,2984 BT,Zutphen,NL,3812 PX,VIANEN,,,9,,ZWEEG001
ACCUX004,6711 JC,UTRECHT,NL,7391 AK,AMERSFOORT,NL,,2800,1000.0,DAMME002
HARTO007,3301 AD,Gorinchem,NL,7903 AG,GORINCHEM,NL,7,69,,WORKX003
CGERI001,3600 BA,LEEUWARDEN,NL,1948 RG,ROSSUM,NL,22,,1000.0,SPYWE001
STAAL002,3421 TX,ZUTPHEN,,,UTRECHT,NL,7,9 C,1000.0,HWTSX001
MINES001,5721 VD,NIJMEGEN,,5688 JE,MAARSSEN,NL,,29,1000.0,WIGMA003
JABOR001,3947 BJ,LEIDSCHENDAM,,7558 PJ,ZWIJNDRECHT,NL,,15,1000.0,VOSKA007
VOSKA003,1777 CB,Kerkrade,,,AMSTERDAM,NL,,115,1000.0,ENEXI006
LEV02839,4130 EE,RENSWOUDE,NL,3451 CB,VARSSEVELD,NL,136,13,,INFOT001
CABLE005,3316 GP,WEERT,NL,6920 AB,AMSTERDAM,NL,,5,,HSDXX001
KEMKO001,3130 AE,DORDRECHT,NL,3286 BW,HARDENBERG,NL,55,2850,1000.0,SENSO004
BEIJE001,3052 VJ,LOOSDRECHT,NL,3621 ZB,ALMELO,NL,662,43,1000.0,DRIES009
BUSIN015,7040 AD,AMSTERDAM,NL,1967 DB,UTRECHT,,10,11,1000.0,LEV00726
WIJNE005,2903 GH,DE MEERN,NL,53117,AMSTERDAM,NL,3,,1000.0,TMXXX001
BOSXX013,8028 PH,SANTPOORT-ZUID,,1332 AH,VEENENDAAL,NL,,,1000.0,LEV03534
TILBU005,5683 CV,DORDRECHT,NL,3846 CG,,NL,258,,1000.0,SHUNT003
EXTER001,2163 HE,EINDHOVEN,NL,5061 KM,,,36,191 A,1000.0,GROOT014
NETJE001,1200 AK,Den Haag,NL,4453 ZG,UTRECHT,NL,4,,1000.0,
LEV00027,3044 CK,DIEMEN,NL,4823 GL,BEVERWIJK,NL,2,15,1000.0,ELDON001
KONEX002,7556 BV,URMOND,NL,8448 CJ,UITGEEST,,,28,1000.0,STADL001
AZERT001,1005 AB,UTRECHT,NL,3430 JB,STAPHORST,NL,22,2,1000.0,PORTA001
LEV01267,2629 JD,BREDA,NL,2665 NT,UTRECHT,NL,,6,1000.0,HOLLA015
CADAC002,5324 ZG,EINDHOVEN,,,BUDEL,NL,,,1000.0,ORONA001
HARTE006,1005 HD,ARKEL,NL,3351 LD,UTRECHT,NL,67,23,1000.0,DIKKE002
DIJKX023,8378 JB,LEUSDEN,NL,6002 CH,UTRECHT,NL,7,12,1000.0,BOUWM015
HONOR002,D-40880,GRONSVELD,NL,,MIJDRECHT,,,,1000.0,BIJLS001
NEDGR001,3340 AJ,VIANEN,NL,3446 CB,MONTFOORT,NL,,2K,1000.0,BEGRA001
SMITT001,4000 AA,BERKEL & RODENRIJS,NL,4225 SM,WIJCHEN,NL,26,37,1000.0,MAMMO009
ZIELT001,3600 BE,NIJENSLEEK,NL,3454 PT,NIEUWEGEIN,NL,3,,,FLASH002
ABCHE010,3621 LR,ZWOLLE,NL,4201 LB,WORMERVEER,NL,5,,1000.0,RBCXX002
BOELS005,1013 AA,PAPENDRECHT,NL,2544 EP,S HERTOGENBOSCH,NL,1,1,,MOORE001
FRIES002,3068 AV,ROOSENDAAL,NL,6051 CR,GIETEN,,3,24,1000.0,EXTER001
HARDC002,1422 AD,SCHIJNDEL,NL,6501 BB,HARDENBERG,NL,,3,1000.0,OOIJE001
BEUGE002,2132 PZ,WADDINXVEEN,,2741 TA,AMERSFOORT,NL,15,,1000.0,STAAL008
GANSE015,2000 AD,UTRECHT,,4153 AR,NIJVERDAL,,25,..,1000.0,NEDEL001
FILOF002,4702 ZE,OLDENZAAL,NL,6216 ES,TILBURG,,20,16,1000.0,EVOXX001
AKKUF001,7547 ST,MAASTRICHT,NL,..,VELDHOVEN,NL,201,87,1000.0,BOELS002
SWINK001,1411 AR,WEERT,NL,,AMSTERDAM,NL,225,,,WERVE001
SIGHT001,3531 WR,EINDHOVEN,NL,5232 BX,...,NL,6a,70,,LESTE001
KOCAT001,7202 CB,EDE,NL,,,NL,3118,,1000.0,GEZEX001
LEV03700,1217 AG,NIJKERK,NL,7442 CX,ZEVENAAR,NL,,,1000.0,DSSXX001
CARGO001,7205 AS,ZALTBOMMEL,NL,5928 PB,BARENDRECHT,NL,91,1076,1000.0,WEBSE001
LEV04226,4130 EC,ROTTERDAM,NL,5411 LS,DEN HAAG,NL,204,5,1000.0,LEV03571
ENEXI006,3504 AD,AMERSFOORT,,5032 ML,NEDERWEERT,NL,24-26,,1000.0,BAMXX058
IDETR001,6671 BR,OOSTERHOUT,NL,3052 VJ,ETTEN-LEUR,NL,5,35C,1000.0,INTRO002
INTEL001,3480 AB,AMSTERDAM,NL,2908 LT,LEUSDEN,NL,366,2,1000.0,LEV04131
JANSS022,7482 KS,HENGELO,,,,NL,59,28,,LEV04035
LEV04105,8912 AL,VOORBURG,,,PERNIS-RT.,,57,28,,LENTF003
WITTE020,3861 RG,UTRECHT,NL,5692 EM,HENGELO,NL,70,24,1000.0,SNIJX001
LEV03624,2531 SX,BERKEL EN RODENRIJS,NL,3771 NA,HEDEL,NL,78,100,1000.0,TRACT001
PROME003,6019 RE,WIJK BIJ DUURSTEDE,NL,7008 BC,BEILEN,NL,444,,1000.0,BOSEL001
ROEST002,2731 BR,AALTEN,NL,2616BB,BEMMEL,NL,17,15,1000.0,WAALP001
IREPA001,8582 KR,DORDRECHT,NL,..,ELSLOO,NL,32,20,1000.0,LOXAM003
LEV03511,8001 BB,EIJSDEN,,8441 BH,NOORDBERGUM,,43,,1000.0,LEV03875
FODER001,6666 LS,MAARSSEN,NL,9751 VB,VOORHOUT,,205,,1000.0,PINTA001
WEBLE001,4051 CV,HEDEL,NL,5431 NH,NIEUWLAND,NL,4D,104,1000.0,LESTE002
0031I001,3500 CA,WESSEM,NL,7418 BC,VEENENDAAL,NL,2K,88,1000.0,VALKX020
SAIAB001,3084 CB,HEERENVEEN,NL,6003 DB,AMSTERDAM,NL,27,115,1000.0,DESTI002
DSPRO001,5705 CL,UTRECHT,NL,8912 AK,UITHOORN,NL,,59-B,1000.0,VERHO022
GRAHL001,3830 AD,GORINCHEM,NL,,UTRECHT,NL,6,43,,MARIJ001
KINDE001,3621 LC,OLDENZAAL,NL,4104 BG,HOUTEN,NL,27 A,7139,1000.0,HEINE001
WPAXX001,8042 PC,Oldenzaal,NL,6181 MA,HORN,NL,84,153-155,1000.0,BROOD007
HERMA013,9291 MB,DUIVEN,NL,,EMMELOORD,NL,10,51,1000.0,KYABE001
JAGTX002,5410 AA,DORDRECHT,NL,3606 AS,EEMNES,,264,29,1000.0,LEV00269
GMCXX001,5203 DM,MAARSSEN,NL,6716 BX,,NL,84,,1000.0,GANSE011
LENNO001,1033 MV,RAALTE,NL,,SINT OEDENRODE,NL,1,187,,LEV02924
VENDR002,8051 KE,ROTTERDAM,NL,,WORMER,NL,130,10,1000.0,LEV00027
BOELS048,5700 AC,ARNHEM,NL,2661 DC,ROOSENDAAL,,3139,22,1000.0,STAKA001
ASITO001,5340 AC,S-HEERENBROEK,NL,,,NL,86,77,1000.0,DOMST001
UNIHO001,5056 ZH,AMSTERDAM,NL,4181 AE,MAASBREE,NL,5,2,1000.0,CHEME005
MENNE011,7481 LJ,"Harrogate, North Yorkshire",NL,3022 HL,ALMELO,,1142,160a,1000.0,DSPRO001
CENTR031,3301 AB,Oisterwijk,NL,,ROTTERDAM,NL,,31,1000.0,BOONZ004
LEV04109,5692 EM,HAASKBERGEN,NL,4617 GP,ALKMAAR,NL,719,28,,DREUX001
TEXIM001,3600 BA,GOES,NL,8017 JD,ENSPIJK,NL,98 b,1,1000.0,CENDO001
LEV04028,6960 AB,BREUKELEN,NL,,,NL,88,,1000.0,ATTER001
ARMAD004,9061 DB,WAALWIJK,NL,2288 EK,,NL,6869,,1000.0,TWENT004
PARAA001,1422 ND,MONTFOORT,NL,,MAASTRICHT,NL,24064,1,1000.0,LEV04023
GRADO001,2215 RW,UTRECHT,,7399 RK,ROOSENDAAL,NL,72,82-83,1000.0,AARDP001
LEV03602,9291 MB,AMERSFOORT,NL,2831 BR,DORDRECHT,NL,2850,7,1000.0,LEV01309
KOEKM001,5430 AB,Valkenburg,,,HENGELO,NL,286,3,1000.0,AJVXX001
KUILX001,2132 JC,AMSTERDAM,NL,3043 CT,VEGHEL,NL,10043,,1000.0,WEKA0001
BAKKE040,4824 AM,HEESCH,NL,9251 MP,ROOSENDAAL,NL,4,,1000.0,LEV03910
LEV00064,6131 AL,HAAKSBERGEN,NL,7949 AM,AMERSFOORT,NL,222,3,1000.0,METES001
TERNE002,2130 KB,DONGEN,NL,3341 LW,DEN HAAG,NL,188,,1000.0,EKBXX002
LEV01964,7201 DN,ZWIJNDRECHT,NL,7943 AZ,DEN HAAG,,3028,,1000.0,COOLB001
RECOX004,1300 BA,GOUDA,NL,6230 AB,FRANEKER,NL,2,2,1000.0,VOSXX018
PTBXX001,5600 CE,GELEEN,NL,,AKKRUM,NL,,...,,RUBAF001
HOLLA028,2691 NX,GORINCHEM,NL,,ABCOUDE,NL,,4,1000.0,BLOEM017
NOORD001,2810 AB,DEN BOSCH,NL,2921 LP,,NL,114,,1000.0,LEV02654
LENTH001,3704 GB,Hengelo,NL,,DEN HAAG,NL,66,9,,SPOOR026
ROOST002,2990 AC,ALMELO,NL,3882 NH,HAARLEM,NL,13a,,,KWMXX001
LEV03324,4264 KG,AMERSFOORT,NL,5626 EA,,NL,2038,111,1000.0,NIGTE001
DIKKE011,9461 GS,Ridderkerk,NL,6716 AA,,NL,318,35,1000.0,OOSTE027
MAVOM001,3004 EA,AMERSFOORT,NL,3024 ES,VORDEN,NL,1025,,1000.0,STAAL007
METES001,3447 GM,HENDRIK IDO AMBACHT,,,HAARLEM,NL,1644,,1000.0,BABET001
GEMEE009,4704 RG,SAPPEMEER,NL,3751 LN,VENLO,NL,,36,1000.0,HETRO001
SENET001,2613 RW,ROTTERDAM,NL,..,HAAKSBERGEN,,403,4,1000.0,MFWXX001
BOELS024,2421 LM,MAARSBERGEN,,3903 LV,ARNHEM,NL,7,2,1000.0,SRRAI001
LIEFE001,3430 BD,APELDOORN,NL,1013 AA,BERGENTHEIM,NL,193,,1000.0,DATAP002
ABCHE002,6541 DH,BREDA,NL,5000 AP,,NL,3,26,1000.0,LEV01675
LEV00550,8022 AW,HAAKSBERGEN,NL,7418 CK,SOEST,,81051,64,,GBIGE001
KONED001,2031 BH,SLIEDRECHT,,3732 HM,IJSSELMUIDEN,NL,150,39,1000.0,RAILS005
KOVOX001,4820 BC,Eygelshoven,NL,,MIDDELHARNIS,NL,54S,7,,BROOD003
OSKAM002,3824 MX,POELDIJK,,,SIMONSHAVEN,NL,30,8,1000.0,BOMBA006
LEV00679,6826 TM,ROTTERDAM,NL,7800 AB,UTRECHT,,12,16,1000.0,PCHEA001
DBFAH002,7548 PM,ROTTERDAM,,,,NL,355,81,1000.0,SCHUL006
STORK026,1043 BW,Alblasserdam,NL,7007 CP,,,31,,1000.0,LEV00643
LEARN002,8239 DA,HENGELO,NL,1456 NR,LEEK,NL,,5-Jan,1000.0,SVORA001
HIJSW001,4941 SK,BERGHAREN,NL,1019 LC,DE GOORN,NL,,17a,1000.0,TEXIM001
KOZXX001,7556 BR,WILP,NL,,GORINCHEM,NL,4,,1000.0,LEV00808
AMPLI004,7521 AN,TILBURG,NL,7547 ST,OUDEWATER,,10,,1000.0,BAMXX076
METAL003,3335 LM,GENDT,NL,,,NL,,54,1000.0,
ISOBO001,2665 NP,AMERSFOORT,NL,5466 AS,MAASLAND,NL,1045,4,1000.0,LEV02630
LEV03654,1270 AB,DRUNEN,NL,,NIJMEGEN,NL,36,8:00 AM,,SCHME001
BIZBE001,2957 LD,ZWIJNDRECHT,NL,9350 AA,HENDRIK-IDO-AMBACHT,NL,20C,114,1000.0,FABRI003
JANSE020,3769 ZH,ALKMAAR,NL,8011 LM,BARNEVELD,NL,,5,,ROBIX001
AQUAF001,1000 GK,HENDRIK-IDO-AMBACHT,NL,7550 AD,,NL,1534,,1000.0,SNIJD003
DRAAD001,3852 MA,UTRECHT,,3350 AA,UTRECHT,NL,3286,16,1000.0,FUHLE002
KPNCO001,5015 BC,UTRECHT,NL,7554 TN,APELDOORN,,19,5,1000.0,LEV04038
GAASB001,8190 AA,MUNCHEN,NL,6361 KD,DORDRECHT,NL,18,,1000.0,MEISX001
BOONZ001,1095 GL,VIANEN,NL,2211 JT,ROTTERDAM,NL,211,,1000.0,BREZA004
LEV00260,7482 CA,RIJSWIJK,NL,3542 DA,NIJMEGEN,,8,41,1000.0,ROTTE016
DEKKE023,6134 AC,DORDRECHT,NL,3546 PN,ALMELO,NL,990,25,1000.0,KRAMP001
VARIO001,6130 AR,WIJDEWORMER,NL,2632 BA,TERNEUZEN,NL,579,8,1000.0,ROONR001
LEV04194,2650 AG,SLUISKIL,NL,,DE MEERN,NL,18,21,1000.0,
REVEL001,4190 CB,Alphen a/d Rijn,NL,3605 JT,,NL,44,3A,1000.0,JONGE013
ROTTE019,5001 CD,ZOETERMEER,,8263 AA,EINDHOVEN,,,9,1000.0,BERCO003
HOUTS001,2984 AR,DE MEERN,NL,7552 BJ,PURMEREND,NL,7,,1000.0,TOPID001
VLONC001,7100 AG,KERK AVEZAATH,,8051 CM,LICHTENVOORDE,NL,211,1,,ZEPCA001
2BENR001,6101 NL,HOLTEN,,,BARENDRECHT,NL,327,8a,1000.0,DRILL002
LEV04154,2408 AN,MAARSSEN,NL,2651 BC,APELDOORN,NL,,15,,BROER005
SWART006,1161 DG,BARENDRECHT,NL,3861 NB,UTRECHT,NL,7,11,,LEARN002
RAILP005,2800 AB,ENSCHEDE,,5363 SZ,AMSTERDAM,,51027,2,1000.0,RECOR003
ACTEM001,7301 BK,GRONINGEN,NL,5301 BM,RIDDERKERK,NL,23,55,1000.0,SCHRE014
DURAX001,2254 AE,TWELLO,NL,1119 NT,DORDRECHT,NL,45,1a,1000.0,DELLC001
CENTR015,5301 LB,ZOETERMEER,NL,3079 DX,URMOND,NL,5,46,1000.0,TNOXX003
BOLCO004,6802 EA,ARNHEM,NL,6111 AZ,WAALWIJK,,2232,,1000.0,UTREC001
HARBO002,2800 AH,ROTTERDAM,NL,3543 AB,UTRECHT,,60A,16,,LEV00893
DNVBX001,5652 AG,NIJMEGEN,NL,3500 GA,,,2,,1000.0,NIEUW025
POSTI007,1406 NZ,EDE,,5993 NC,APELDOORN,NL,,24,1000.0,KOOYX002
BROOD007,7933 TM,AMERSFOORT,NL,1634 EA,,,289,101,1000.0,PONTM012
DIRKS001,8330 AA,RIDDERKERK,,7051 DW,UTRECHT,,,14,1000.0,DATAR001
LEV02652,1940 AM,BOLSWARD,NL,3528 BB,ECHT,,477,.,1000.0,TOPTE001
ELSHO001,3334 KC,DEN HAAG,NL,3528 BP,STELLENDAM,,3-Jul,4,1000.0,DOMET001
HESPR001,3500 GA,AMERSFOORT,,5737 HA,CAPELLE A/D IJSSEL,NL,,14,1000.0,ATTEN002
ADRIA004,6161 BZ,MAARSSEN,NL,,,NL,2,4,1000.0,MUGXX002
LEV03083,7600 AG,BEST,NL,5462 GH,,NL,,6,1000.0,JURGE001
LEV00780,8447 GJ,TILBURG,NL,3732 BK,,NL,1393,150,1000.0,DESKB001
BLACK004,9251 MP,OLDENZAAL,NL,7371 DD,ROTTERDAM,NL,,60,1000.0,FRIES010
DISCX001,2986 JA,STAPHORST,NL,3511 EP,NIEUW VENNEP,NL,35,,1000.0,GEKAS001
IPARX001,1948 NG,EINDHOVEN,NL,5145 PE,WEESP,,1109,11,1000.0,BOELS031
TIBOS001,2951 DA,HOORN,NL,1045 AD,SNEEK,NL,,9,,HIJSS002
WAALX003,4147 BM,ROTTERDAM,NL,8013 NB,DORDRECHT,NL,15a,284,1000.0,TEVEL001
SRMCO001,2691 NX,Utrecht,,2288 BC,WOERDEN,NL,18,18,1000.0,VERST009
AGRIT001,4157 JC,AMMERZODEN,NL,5627 GA,CULEMBORG,NL,137,17L,,LEV03822
MEIJD002,6802 CA,NIJMEGEN,NL,5215 MK,UTRECHT,NL,131,43,1000.0,HOLSC001
ESZET003,7556 BN,ZUTPHEN,NL,3316 BT,SOEST,NL,7,35,1000.0,DIJKS009
DREUX001,4824 AG,Surhuisterveen,NL,,BEVERWIJK,,3068,51,1000.0,LEV04138
LEV00237,6874 AA,ZUTPHEN,NL,8160 AK,HENDRIK IDO AMBACHT,NL,48,695,1000.0,EROPL002
SVDRC001,3315 LG,ENSCHEDE.,NL,8239 DL,EUROPOORT RT,,1025,51,1000.0,BOELS057
FIELD001,3504 AC,ROTTERDAM,NL,2312 NP,BEVERWIJK,NL,7,25,1000.0,LEV00822
IMTEC018,1165 AD,Veenendaal,,,BREDA,NL,4,2,,HOMIJ001
LEV00060,1700 AK,WIJCHEN,,,ROTTERDAM,,170,21-23,1000.0,LEV04150
VAART001,6710 BA,Papendrecht,NL,7442 DR,DELFZIJL,NL,240,,1000.0,
URETE001,5202 CE,METEREN,NL,,KRIMPEN A/D IJSSEL,NL,5,,1000.0,WITTE005
GEMEE041,3900 AB,ASSEN,NL,4338 PL,RIDDERKERK,NL,56,,1000.0,HOMME001
JUNGH001,3301 DA,HOOGEVEEN,NL,5961 PV,AMSTERDAM,NL,4:00 AM,39-41,1000.0,ASISO001
TJADE002,2984 BL,WAALWIJK,NL,1627 LH,AMSTERDAM,NL,13 T,1,1000.0,FANCY001
DUTCH007,7570 AE,NIJVERDAL,,3768 MD,ENSCHEDE,NL,,8,1000.0,ISOLE001
LEV03972,4254 ZG,SOEST,NL,9731 BB,ROTTERDAM,NL,13A,41b,,KUYER001
ADEMX001,6546 BB,WINTERSWIJK,,3812 RK,ROTTERDAM,NL,19218,2,1000.0,NPSDX001
SARIC001,5300 CC,EINDHOVEN,,5657 DH,IJMUIDEN,NL,8,11 K,1000.0,REPEX001
OISXX001,2290 AE,NIEUWEGEIN,NL,4254 ZG,UITHUIZERMEEDEN,NL,,43,,PLUSS001
JANSE021,4300 AA,ZEIST,NL,,ZAANDAM,NL,,18,1000.0,KUHNE001
BOREN001,5626 EB,ARNHEM,NL,2521 BN,,NL,,19a,1000.0,DAHVO001
OUTIN001,8801 RA,HEEMSTEDE,NL,3319 LJ,AMERSFOORT,NL,14,14,1000.0,LEV03700
BGISO001,3000 AA,NIEUW SCHOONEBEEK,NL,1940 AM,UTRECHT,NL,5,.,,ORIEN002
MFWXX001,8000 GA,AMSTERDAM,NL,3911 TN,DORDRECHT,NL,3a,6,1000.0,LIAND002
HKVOC001,7550 AD,CAPELLE AD IJSSEL,NL,6181 MC,AMSTERDAM,NL,838,,1000.0,LEV04088
GVBXX002,3043 CT,S-GRAVENHAGE,NL,8064 PE,,NL,,5,1000.0,BEPAC001
ASTXX002,3195 NN,HENGELO,NL,3542 DB,DORDRECHT,NL,6,36,1000.0,DORPV001
LEV03552,1689 AN,VILVOORDE,NL,6666 MJ,MARIËNBERG,NL,1162,48,1000.0,LEV03240
YOKOG001,5605 LT,ALMELO,NL,6026 RB,VIANEN,NL,,16,1000.0,ACTEM001
NIJBO001,5504 PA,DALFSEN,NL,1101 AE,HAARLEM,NL,115,6,1000.0,LEV02839
BUKOX001,4001 WC,NIJKERK,NL,9723 BP,HOOFDDORP,NL,41,74,1000.0,CAMIN001
DRILL002,2595 AM,SITTARD,NL,3817 CG,HENGELO(OV),,,36,1000.0,BUSXX001
LEV04107,1620 AH,CULEMBORG,NL,3055 ZG,UTRECHT,NL,6,,,TOPXX002
HEERE009,7414 VK,ASSEN,NL,,CUYK,NL,8c,1a,1000.0,PATKR001
TECHN001,2541 RV,DOETINCHEM,NL,3542 DA,SANTPOORT-ZUID,NL,5,17,,SCHIP011
HOEFL001,2700 AD,DELFT,,8900 HM,WOERDEN,NL,1B,9-Dec,1000.0,VINKX004
HUISM011,2600 JA,GROOTEBROEK,NL,,TILBURG,NL,2527,406,1000.0,AJILO001
POUWX001,3543 AC,BREDA,NL,9008 TS,UTRECHT,NL,10,218,1000.0,VERHE005
BMNXX001,1442 CM,BEMMEL,,4128 LK,FARMSUM,,50,26,1000.0,TEBRU001
BABET001,7951 PJ,Ridderkerk,,3903 LM,S-GRAVENHAGE,,842,14-16,1000.0,LEV03552
HARKE001,5613 DX,DOETINCHEM,NL,2803 MC,AMSTERDAM,,,,1000.0,HOFFM003
KTRBE001,9411 VN,DIEMEN,NL,2130 AR,LUTTEN (OV),,1025,6,,LEV02194
LEV00118,6460 HA,ZWOLLE,NL,4704 RM,VROOMSHOOP,NL,260,4,1000.0,LEV02916
EROPL002,3765 LS,OVERVEEN,NL,6222 NH, S HERTOGENBOSCH,,,,,LEV00941
MENOO001,1483 XK,MAARSSEN,NL,3316 AZ,ZUIDWOLDE,NL,5075,56,,LEV04073
UNITR001,7609 RG,HOORN,NL,2273 BW,RODEN,NL,75,14,1000.0,ERDIX001
STERN004,1096 BN,TOLDIJK,NL,7556 BS,,NL,104,,1000.0,LEV03751
NNZIN001,2382 NV,ROTTERDAM,NL,7339 GT,CULEMBORG,NL,240,,,BAMXX018
KOOPM014,6662 PV,TILBURG,NL,,UTRECHT,NL,146,1702,,SENET001
ESSEN034,2691 GZ,BLOEMENDAAL,NL,2288 BA,HEERDE,NL,2,,1000.0,HELLA001
ROERM003,2408 BE,Amsterdam,NL,3542 DA,,,91,70,,VOITH005
DIKKE009,7482 DB,AMERSFOORT,NL,,OISTERWIJK,,,655,1000.0,LIGHT004
PRIMA002,3813 DK,GRONINGEN,,1834 EC,MAASTRICHT,NL,520,33,,FUHLE001
BERCO003,4820 BC,EINDHOVEN,NL,3862 NR,ALKMAAR,NL,16,4,1000.0,INOPL001
FORMU001,7547 AS,Hardinxveld-Giessendam,NL,,LEUSDEN,NL,7,115,1000.0,HRGRO001
GELIN001,1040 HB,GROENLO,NL,3764 CM,UTRECHT,NL,,41,1000.0,LEV01785
EERDX002,3430 BL,ARNHEM,NL,3454 ZJ,TILBURG,NL,1025,7,,TOILE002
ENERG004,7951 SM,VEENOORD,NL,4461 NE,LEEK,NL,90,19172,1000.0,LEV04195
FUHLE002,6662 WB,ENSCHEDE.,NL,5320 AA,WASSENAAR,NL,86,14,1000.0,QPARK001
GEOME001,3009 TJ,ZWIJNDRECHT,NL,1531 HE,HEERENVEEN,NL,,12,,ATALX001
LEV03160,4462 DZ,MAASBREE,NL,2616 LZ,UTRECHT,NL,24,27,1000.0,SRMCO001
LEV02253,3905 KZ,Berlin,NL,5581 WG,,NL,3,,1000.0,HENSS001
EATON002,5809 3,BREDA,,4815 PT,DEN HAAG,,29,8,1000.0,LEV01467
MPROV001,1161 TN,Groningen,NL,..,KRABBENDIJKE,NL,18,1,1000.0,BROUW014
FABOR001,4462 ET,ENSCHEDE,NL,4383 NJ,ROTTERDAM,NL,298,76,,DEKRA002
