house_number,city,postcode,country,country,country,unknown,telephone_nr,unknown,unknown,unknown,unknown,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,unknown,date,date,date,date
,BRIELLE,1081 HV,NL,NEDERLAND,NL - NEDERLAND,,015-2750000,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,DEA,,Stichting,9713GW,UTRECHT,3.0,1182DB,EERBEEK,,0571 291480,,f,46699.0,7311.0,,Gezelligheidsverenigingen,,,2.0,20-7-2007,,,1-1-1992
79a,NUNSPEET,3995 AX,NL,NEDERLAND,NL - NEDERLAND,,030-2305600,Bedrijven: Klein <100,665 - Zorg: 1e lijns,DEA,Klant,Besloten Vennootschap met gewone structuur,5341GM,MAASTRICHT,2.0,5600AS,RIJSWIJK ZH,,,,,91019.0,71112.0,46735.0,Brede scholengemeenschappen voor voortgezet onderwijs,,,6.0,11-10-2013,18-1-2011,,2-3-1937
390,MAASTRICHT,2565 MK,NL,NEDERLAND,NL - NEDERLAND,,(0546) 83 41 00,Bedrijven: Klein <100,,CUS,Klant,Publiekrechtelijke rechtspersoon,4251NK,BREDA,1.0,3135BK,VENRAY,NLD,020  6262691,,m,74103.0,,,Beheer van computerfaciliteiten,,,6.0,16-5-2017,,,1-5-1965
,CULEMBORG,3261 NC,NL,NEDERLAND,NL - NEDERLAND,808701757B01,,Onderwijs: PO,730 - Bedrijven: Groot > 250,CUS,Overige,Besloten Vennootschap met gewone structuur,2712AK,,175.0,2545AA,VEEN,NLD,,,m,86929.0,,,,,,1.0,19-11-2013,,,1-4-2017
18,AMSTERDAM,3197 KA,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: 1e lijns,750 - Bedrijven: Klein <100,CUS,Dealer,Eenmanszaak,2594AC,WADDINXVEEN,220.0,9930RA,CULEMBORG,NLD,,,,86921.0,,,,,Ambulancediensten en centrale posten,,5-3-2013,,,1-7-1981
647,LOCHEM,2280 EA,NL,United States of America,NL - NEDERLAND,,0344-637180,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,,VENLO,9.0,8000AL,,NLD,,,m,,,70102.0,Algemeen overheidsbestuur,,,1.0,23-3-2010,,,6-7-1988
20,UTRECHT,2625 RE,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,NIET MEER GEBRUIKEN,520 - Overheid: Gemeentes > 100000,OVE,Klant,Stichting,2741PG,ZAANDAM,15.0,2500GA,UTRECHT,NLD,,,,45112.0,,,Groothandel in bovenkleding,,,1.0,1-1-2017,,,15-6-1998
100,UTRECHT,2629 HT,NL,NEDERLAND,NL - NEDERLAND,,033 4216133,,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,8801PA,UTRECHT,11.0,5200MC,NIEUWEGEIN,NLD,010  7040143,,,8542.0,,,Groothandel in bedrijfsmeubels,,,10.0,26-11-2014,29-8-2001,,1-1-2013
1-11,GRONINGEN,1081 HV,NL,NEDERLAND,NL - NEDERLAND,,(070) 343 43 43,Bedrijven: Middel >100 < 250,610 - Onderwijs: HBO,CUS,Klant,Publiekrechtelijke rechtspersoon,4105AE,,390.0,,WAALWIJK,NLD,020  6593544,06 55722333,,4614.0,,,Bouwtimmeren,,,1.0,13-8-2003,,22-2-2002,22-9-2005
184,ROTTERDAM,2404 HN,DE,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,770 - Partners / dealers,OVE,Klant,,6961DL,UTRECHT,9.0,1001GB,KESTEREN,NLD,030  8780062,0343 493227,,64191.0,,,Goederenvervoer over de weg (geen verhuizingen),,,12.0,27-12-2006,14-6-2005,1-1-1996,28-6-1929
35,GRONINGEN,6525 GB,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Gemeentes < 100000,500 - Overheid: Ministeries,CUS,,Besloten Vennootschap met gewone structuur,7008AT,CULEMBORG,29.0,5700ES,BREDA,NLD,0187 493222,,m,66292.0,7320.0,,Wegenbouw,,,1.0,23-1-2009,31-12-2011,25-1-2012,1-3-1991
,HARDINXVELD-GIESSENDAM,7415 EP,NL,NEDERLAND,NL - NEDERLAND,,040-2930440,Onderwijs: WO,530 - Overheid: Gemeentes < 100000,OVE,Klant,Besloten Vennootschap met gewone structuur,3561GG,'T GOY,67.0,3641SR,AMSTERDAM,NLD,,,m,,,45205.0,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Dienstverlening voor uitvoerende kunst,,9.0,3-5-2017,,,
,ROTTERDAM,6114 ZH,NL,NEDERLAND,NL - NEDERLAND,,030 2919050,Overheid: Gemeentes > 100000,520 - Overheid: Gemeentes > 100000,,Klant,Kerkgenootschap,3014DB,AMSTERDAM,,1008AD,ROTTERDAM,NLD,0299 452452,,,70222.0,,,Groothandel in bedrijfsmeubels,,,2.0,28-2-2006,,,
2,DEN HAAG,5281 RM,NL,NEDERLAND,NL - NEDERLAND,,020 59 89 89 8,Bedrijven: Groot > 250,,CUS,Klant,Publiekrechtelijke rechtspersoon,6419BT,WINSCHOTEN,25.0,6160AR,BAARN,NLD,,,,6420.0,6622.0,,Organisatie-adviesbureaus,,,1.0,19-11-2009,,,21-10-2004
521,BOXTEL,8224 CT,NL,Roemenië,NL - NEDERLAND,,613522781,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,1062HN,HOUTEN,137.0,3769AV,GOUDA,NLD,,,m,46499.0,,,Praktijken van huisartsen,,,1.0,13-12-2009,,,1-1-1985
2,AMSTERDAM,10115,NL,NEDERLAND,NL - NEDERLAND,,015 212 1111,Bedrijven: Klein <100,590 - Overheid: Overige,OVE,Supplier,Publiekrechtelijke rechtspersoon,,RIJSWIJK ZH,8.0,3000AA,WAALRE,NLD,0570 747200,,m,66191.0,46739.0,,Maatschappelijk werk,,,1.0,10-4-2017,,,
,ROTTERDAM,9723 ZA,NL,VERENIGD KONINKRIJK,NL - NEDERLAND,,,Bedrijven: Klein <100,665 - Zorg: 1e lijns,,Dealer,Publiekrechtelijke rechtspersoon,5684PL,ZAANDAM,2.0,1096CJ,NIJMEGEN,NLD,020  5219777,,,47591.0,,,,,,1.0,5-1-2016,11-7-2006,,23-11-1994
,CULEMBORG,9712 CT,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Architect,,3328WL,EDE GLD,113.0,1070BT,AMSTERDAM,NLD,020  6702606,,,5811.0,,,Informatieverstrekking op het gebied van toerisme en reserveringsbureaus,,,,1-4-2010,,,25-4-1997
9,Sint-Niklaas,6983 BP,NL,NEDERLAND,UK - VERENIGD KONINKRIJK,,0318-538911,Bedrijven: Klein <100,500 - Overheid: Ministeries,CUS,Klant,Stichting,,ZEVENAAR,45.0,5520AA,DEN HAAG,NLD,088  9091000,,m,6110.0,,,Rechtskundige adviesbureaus,,,1.0,9-10-2015,,,21-10-1998
46,DEN HAAG,8601 AX,NL,NEDERLAND,NL - NEDERLAND,,023-5547400,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,5281GE,HOUTEN,13.0,3029BP,GRONINGEN,NLD,0318 696300,,,6832.0,47592.0,,Afwerking van vloeren en wanden,,,1.0,,24-4-1995,31-3-1989,19-10-2006
5,APELDOORN,3119 XT,NL,NEDERLAND,RU - RUSLAND,,442920824000,Bedrijven: Groot > 250,740 - Bedrijven: Middel >100 < 250,CUS,Klant,Besloten Vennootschap met gewone structuur,4104AZ,MAASBRACHT,34.0,4103WL,'S-GRAVENHAGE,NLD,020  5458545,,,69209.0,,,Thuiszorg,,Operational lease van personenauto's en lichte bedrijfsauto's,1.0,16-10-2013,,,1-1-2003
81,GELDROP,9723 JG,NL,NEDERLAND,NO - NOORWEGEN,,040-8512108,Bedrijven: Klein <100,740 - Bedrijven: Middel >100 < 250,CUS,Klant,Stichting,2311GN,HILVERSUM,70.0,,CULEMBORG,NLD,015  3030130,06 29789706,,,,,"Gegevensverwerking, webhosting en aanverwante activiteiten",,,5.0,25-4-2017,8-10-2015,,1-1-2002
82,LEIDEN,9401 KN,NL,NEDERLAND,NL - NEDERLAND,,0344-616041,Bedrijven: Klein <100,590 - Overheid: Overige,,Klant,Publiekrechtelijke rechtspersoon,1045BA,VEENENDAAL,19.0,2661CZ,LEIDEN,NLD,030  2358273,06 16210441,,47915.0,52292.0,,Algemeen overheidsbestuur,,,,16-3-2006,27-8-2008,1-1-2012,18-5-1948
3,CULEMBORG,1182 AR,NL,NEDERLAND,NL - NEDERLAND,,(0)15200783,Overheid: Gemeentes > 100000,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,1097DZ,GORINCHEM,1.0,2500EA,BREDA,NLD,020  4965662,,,46432.0,,,"Ontwikkelen, produceren en uitgeven van software",,,6.0,13-12-2012,25-2-2002,,1-5-1996
6a,HOOFDDORP,,NL,NEDERLAND,NL - NEDERLAND,NL800926110B01,,Bedrijven: Klein <100,,CUS,Arbodienst,Besloten Vennootschap met gewone structuur,3439ML,ZOETERMEER,,6230AB,SNEEK,,,,m,65301.0,,,Steunfondsen (niet op het gebied van welzijnszorg),Installatie van overige toebehoren,,1.0,24-7-2012,21-1-2014,6-12-1983,1-8-2004
50,TIEL,9831 TA,NL,NEDERLAND,NL - NEDERLAND,,+31 117 375020,Gispen / InterCompany,750 - Bedrijven: Klein <100,CUS,,,1314CH,AMSTELVEEN,,5140AE,GORINCHEM,NLD,,,,2893.0,,,Niet-universitair hoger onderwijs,Uitleenbureaus,,1.0,16-11-2011,27-9-1982,,1-3-1987
8,DEN HAAG,3771 CB,NL,NEDERLAND,NL - NEDERLAND,,20,NIET MEER GEBRUIKEN,500 - Overheid: Ministeries,DEA,Klant,Publiekrechtelijke rechtspersoon,6812AH,'S-GRAVENHAGE,1.0,5600AS,HENGELO OV,NLD,073  6421255,,,6420.0,6420.0,7911.0,Groothandel in bedrijfsmeubels,,Koeriers,3.0,3-8-2011,30-3-2012,,1-1-2006
5,LIESHOUT,1689 AG,NL,NEDERLAND,NL - NEDERLAND,,,Partners / dealers,760 - Bedrijven: Overige,CUS,Dealer,Stichting,8441DR,,3.0,,,NLD,070  2610070,088 7557482,,8542.0,86101.0,,Vervaardiging van elektrische lampen en verlichtingsapparaten,,,,24-7-2012,,11-4-1995,
57,BREDA,4004 JK,NL,NEDERLAND,NL - NEDERLAND,,0228-566100,Overheid: Gemeentes < 100000,790 - Overige,CUS,Klant,Besloten Vennootschap met gewone structuur,1082LZ,,1.0,,BERKEL EN RODENRIJS,NLD,010  2370000,,,85321.0,,,Algemeen overheidsbestuur,Ingenieurs en overig technisch ontwerp en advies,,3.0,18-1-2011,,,3-12-2003
9,DEN HAAG,6411 BW,NL,NEDERLAND,NL - NEDERLAND,821003185B01,033-4608900,Overheid: Ministeries,750 - Bedrijven: Klein <100,CUS,Klant,Stichting,1019HS,'S-GRAVENHAGE,,6401DL,HEINENOORD,,0344 679800,,f,9412.0,5629.0,,Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten,Financiële holdings,,1.0,23-4-2014,,,1-7-1991
909,HAREN,5582 LA,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Ziekenhuizen,740 - Bedrijven: Middel >100 < 250,CUS,Klant,Naamloze Vennootschap met gewone structuur,5212CL,WOERDEN,1.0,4207GN,VARSSEVELD,,013  5494444,,,8542.0,,,Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers,,,5.0,2-5-2011,28-12-1972,,16-3-1955
120-122,HORST,2566 DA,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Overige,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap blijkens statuten structuurvennootschap,1102BR,AMSTERDAM,610.0,7570AA,'S-GRAVENHAGE,NLD,,,m,8411.0,5814.0,,"Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden",Groothandel in verlichtingsartikelen,,3.0,15-12-2016,15-3-2012,,14-12-1907
61,AMSTERDAM,D-45731,NL,NEDERLAND,NL - NEDERLAND,,0599-692454,Onderwijs: MBO,730 - Bedrijven: Groot > 250,,Klant,Besloten Vennootschap met gewone structuur,2594AC,LANDSMEER,92.0,5961NM,TILBURG,NLD,,,,85201.0,,,Openbaar bestuur op het gebied van het bedrijfsleven,,,,16-2-2011,,11-1-2002,26-9-2008
36,Horsens,1800 GG,NL,NEDERLAND,NL - NEDERLAND,,078 615 5177,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,CUS,,Naamloze Vennootschap met gewone structuur,3984LP,,35.0,6130PC,ENSCHEDE,,020  5620680,,m,,4942.0,,Ingenieurs en overig technisch ontwerp en advies,Uitleenbureaus,Schilderen en glaszetten,7.0,15-3-2004,2-9-2002,,1-1-2005
,ROTTERDAM,5301 KP,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Klant,Besloten Vennootschap met gewone structuur,,ZWOLLE,158.0,4811DJ,BAVEL,NLD,035  6970838,,,2562.0,,,Overige ideële organisaties n.e.g.,,,6.0,6-11-2006,15-12-2008,,
17,ARNHEM,8200 BC,NL,NEDERLAND,NL - NEDERLAND,,036-5293506,NIET MEER GEBRUIKEN,500 - Overheid: Ministeries,CUS,Klant,Besloten Vennootschap met gewone structuur,2984BM,NUMANSDORP,14.0,3980CE,TIEL,NLD,0416 289111,,,94991.0,,,Ingenieurs en overig technisch ontwerp en advies,,"Winkels in schilderijen, lijsten, prenten, kunstvoorwerpen en religieuze artikelen",1.0,24-3-2006,,,17-1-2002
31-17,HOUTEN,,NL,DUITSLAND,NL - NEDERLAND,IS5601150750,058 2922222,Bedrijven: Groot > 250,850 - NIET MEER GEBRUIKEN,DEA,Dealer,Publiekrechtelijke rechtspersoon,9713GZ,LOON OP ZAND,88.0,3700AN,HOLLANDSCHEVELD,NLD,070  3381111,06 51323780,m,47789.0,,,,,Bedrijfsopleiding en -training,6.0,26-11-2009,29-12-1972,,19-3-2014
2,DOETINCHEM,2165 AZ,NL,NEDERLAND,CW - CURACAO,,,,510 - Overheid: Provincies,CUS,Klant,Coöperatie U.A. blijkens statuten structuurcoöperatie,3044BC,,1.0,9700AB,ETTEN-LEUR,NLD,036  5272700,,,,,,,,,1.0,31-12-2009,17-5-1914,22-6-1990,1-10-2011
1,EINDHOVEN,3768 HL,NL,NEDERLAND,NL - NEDERLAND,,026 - 3226555,Onderwijs: WO,690 - Zorg: Overige,DEA,Klant,Besloten Vennootschap met gewone structuur,2515XP,GELEEN,,,,NLD,088  4818283,,m,74102.0,6832.0,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Financiële holdings,,1.0,14-7-2014,,,16-11-1945
7,WEESP,7707 AT,NL,NEDERLAND,NL - NEDERLAND,,30-8803822,Bedrijven: Groot > 250,600 - Onderwijs: WO,CUS,Klant,Publiekrechtelijke rechtspersoon,3211BA,UTRECHT,213.0,5504DB,BUNNIK,NLD,0172 642642,,,86102.0,,,Vervaardiging van elektrische lampen en verlichtingsapparaten,,"Groothandel in computers, randapparatuur en software",6.0,,1-7-2003,,26-1-1998
,DEN HAAG,9723 AT,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: HBO,740 - Bedrijven: Middel >100 < 250,DEA,Overige,Stichting,3513CR,OSS,250.0,3512BK,RIJSSEN,NLD,030  2977977,,,43222.0,,,Geestelijke gezondheids- en verslavingszorg met overnachting,Beheer van computerfaciliteiten,,7.0,29-3-2017,27-10-2011,,26-11-2014
3,Wateringen,W1H 1DP,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Klant,Publiekrechtelijke rechtspersoon,2381GC,'S-GRAVENHAGE,35.0,6851KJ,CULEMBORG,NLD,,,m,7311.0,,,Beoefening van podiumkunst,,Slopen van bouwwerken,5.0,31-3-2010,13-6-2016,28-8-1998,1-6-1965
5,GELDROP,92835-1048,UK,NEDERLAND,NL - NEDERLAND,,0485-460300,Gispen / InterCompany,730 - Bedrijven: Groot > 250,OVE,Klant,Publiekrechtelijke rechtspersoon,5032MD,SCHIPHOL-RIJK,1.0,4102BP,ROTTERDAM,NLD,088  6599111,020 5159111,,91042.0,,,Gezelligheidsverenigingen,,,5.0,28-10-2013,9-7-1982,,1-1-2010
1,Groningen,3971 KD,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Ministeries,700 - Financiele instellingen,CUS,Klant,Stichting,4825BE,EDE,5.0,3528BA,AMERSFOORT,NLD,075  6537000,,f,6831.0,,,,,,,11-6-2010,,,27-5-2016
10,AMSTERDAM ZUIDOOST,NSW 2450,NL,NEDERLAND,NL - NEDERLAND,,045-711 16 93,Overheid: Overige,750 - Bedrijven: Klein <100,DEA,Klant,Stichting,3861SN,HOOFDDORP,90.0,6800EL,UTRECHT,NLD,0344 620280,071 5273700,,6832.0,59111.0,,Middelbaar beroepsonderwijs en educatie (gecombineerd),,,10.0,3-11-2010,21-4-2006,18-12-1987,1-7-2008
2,GIESSEN,1213 NW,NL,NEDERLAND,NL - NEDERLAND,,33149384349,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,OVE,Dealer,Besloten Vennootschap met gewone structuur,,WAGENINGEN,1.0,3063EG,,NLD,,,m,8412.0,45112.0,,Holdings (geen financiële),,,1.0,17-7-2009,,,1-7-2012
145,VEENENDAAL,6042 NV,NL,NEDERLAND,NL - NEDERLAND,,070-342 54 25,NIET MEER GEBRUIKEN,880 - NIET MEER GEBRUIKEN,,Klant,Publiekrechtelijke rechtspersoon,3526KV,,26.0,5202CG,ROTTERDAM,NLD,,,,8411.0,68203.0,,Universitair medische centra,,,1.0,22-5-2006,29-11-2004,,1-9-1999
5,BRASSCHAAT,3115 JD,NL,NEDERLAND,NL - NEDERLAND,,765332066,Bedrijven: Middel >100 < 250,530 - Overheid: Gemeentes < 100000,,,Besloten Vennootschap met gewone structuur,5466AX,ERP,46.0,1182GP,,NLD,088  8868000,,,,,,Steunfondsen (niet op het gebied van welzijnszorg),,,1.0,23-2-2009,,,10-7-1975
14,AMSTERDAM,3531 AJ,DE,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,530 - Overheid: Gemeentes < 100000,DEA,Klant,Besloten Vennootschap met gewone structuur,,AMSTELVEEN,30.0,5652AM,ROTTERDAM,NLD,0492 533282,,,45112.0,,,Algemeen overheidsbestuur,,,1.0,17-6-2015,,,21-4-1997
4,BERKEL EN ROODENRIJS,5531 BA,NL,NEDERLAND,NL - NEDERLAND,,(0)962169606,Overheid: Ministeries,520 - Overheid: Gemeentes > 100000,CUS,Overige,Besloten Vennootschap met gewone structuur,2629JA,ZWOLLE,2.0,5612AZ,,NLD,077  4641998,06 46114116,m,,,,Overige belangenbehartiging n.e.g.,,,6.0,27-1-2010,,,1-6-1984
3,UTRECHT,1000,NL,VERENIGD KONINKRIJK,AU - AUSTRALIE,,088-3446348,Gispen / InterCompany,750 - Bedrijven: Klein <100,CUS,,Besloten Vennootschap met gewone structuur,,CULEMBORG,102.0,5690AA,,NLD,0345 512347,,m,8542.0,,,Groothandel in gereedschapswerktuigen,,,1.0,19-4-2007,30-12-1994,,22-2-2001
597,UTRECHT,5141 HA,NL,NEDERLAND,NL - NEDERLAND,,050 5294222,Bedrijven: Klein <100,590 - Overheid: Overige,OVE,Klant,Vereniging met volledige rechtsbevoegdheid,5175BB,ROTTERDAM,1105.0,5340AP,HOUTEN,NLD,073  6338338,,m,8411.0,47591.0,,Algemeen overheidsbestuur,,,,,22-12-1970,,1-1-1981
73,HOOFDDORP,2491 AC,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Overige,530 - Overheid: Gemeentes < 100000,CUS,,Publiekrechtelijke rechtspersoon,5652XR,'S-GRAVENHAGE,35.0,8900CG,DEN HAAG,NLD,020  5027555,06 24595836,m,,,,Groothandel in huismeubilair,,,1.0,,25-5-2000,20-10-1989,1-11-2012
2,HEDEL,3863 AX,NL,NEDERLAND,NL - NEDERLAND,,5997158881,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,CUP,Klant,,5644RX,AMERSFOORT,5.0,2501CD,AMSTERDAM,NLD,0345 688888,,,,,,,,,7.0,13-10-2009,,,24-4-2015
,EINDHOVEN,2901 LB,NL,NEDERLAND,NL - NEDERLAND,,0345-521326,Overheid,740 - Bedrijven: Middel >100 < 250,ARC,Klant,Publiekrechtelijke rechtspersoon,3721MG,EINDHOVEN,49.0,3990DW,AMSTERDAM,NLD,0345 712900,,f,47593.0,,,Reparatie en stoffering van meubels,Ambulancediensten en centrale posten,,1.0,6-7-2009,,,9-9-1968
221,ROTTERDAM,3520,NL,NEDERLAND,NL - NEDERLAND,,+31 035 6892095,Bedrijven: Groot > 250,750 - Bedrijven: Klein <100,ARC,Klant,Publiekrechtelijke rechtspersoon,5301KP,AMSTELVEEN,15.0,6533GV,'S-GRAVENHAGE,NLD,030  2670661,,m,69101.0,,,Overige administratiekantoren,Groothandel in zuivelproducten en spijsoliën en -vetten,,1.0,8-11-2007,,29-11-2011,11-12-1958
,ROERMOND,7913 ZX,NL,NEDERLAND,NL - NEDERLAND,,033-2475100,NIET MEER GEBRUIKEN,740 - Bedrijven: Middel >100 < 250,CUS,Supplier,Stichting,5981NK,MAARN,106.0,6460AP,GULPEN,NLD,020  6402571,,,,,,Organisatie-adviesbureaus,,,1.0,27-1-2014,5-10-1993,,18-1-2008
6,LOON OP ZAND,4285 CP,NL,NEDERLAND,NL - NEDERLAND,,045-5799111,Bedrijven: Middel >100 < 250,,DEA,,Stichting,3055XC,TILBURG,500.0,3995DX,MAASTRICHT,NLD,033  4608500,,m,2399.0,,,Financiële holdings,,,1.0,17-5-2017,4-1-1979,,1-1-2007
,TIEL,6367 AZ,NL,NEDERLAND,NL - NEDERLAND,ATU67556389,,Onderwijs: VO,760 - Bedrijven: Overige,OVE,Arbodienst,Buitenlandse op EG-vennootschap lijkende vennootschap met onderneming in Nederland,1019GM,'S-GRAVENHAGE,2.0,3000BC,ZWAAG,NLD,050  5992000,020 5791098,m,6209.0,,,Interieur- en ruimtelijk ontwerp,Winkels in schoenen,,2.0,4-7-2008,10-11-2010,,
2555,AMSTERDAM,6045 JG,NL,NEDERLAND,NL - NEDERLAND,,010 4406485,Overheid: Gemeentes > 100000,890 - NIET MEER GEBRUIKEN,CUS,Dealer,,1081HV,ENSCHEDE,24.0,4100AA,,NLD,,,m,88999.0,,,Reparatie van overige consumentenartikelen,Havo en vwo,,,,29-11-1960,,13-12-2011
,ALKMAAR,3584 AA,UK,NEDERLAND,NL - NEDERLAND,,30-7670400,Zorg: Overige,770 - Partners / dealers,CUS,Overige,Besloten Vennootschap met gewone structuur,2518JW,ROTTERDAM,10.0,3430BE,ROTTERDAM,NLD,015  2562200,,,7810.0,6622.0,,Dakdekken en bouwen van dakconstructies,,,1.0,23-4-2007,,,1-11-1963
7,SCHERPENZEEL,6411 CR,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,530 - Overheid: Gemeentes < 100000,DEA,Klant,Publiekrechtelijke rechtspersoon,2594AM,ZEIST,4.0,2596HL,EINDHOVEN,,,,f,52109.0,,,,,,12.0,21-1-2010,13-5-1988,,13-2-2002
2,VOORSCHOTEN,9723 ZA,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,Bedrijven: Klein <100,665 - Zorg: 1e lijns,,Partner,Vennootschap onder firma,2512CB,ROTTERDAM,10.0,,HOOGLAND,NLD,030  2535854,,m,8411.0,78202.0,,Groothandel in bedrijfsmeubels,,,6.0,18-5-2007,,,7-11-2009
37,TILBURG,7522 NB,NL,NEDERLAND,NL - NEDERLAND,,075-6502911,Bedrijven: Middel >100 < 250,770 - Partners / dealers,OVE,Klant,Besloten Vennootschap met gewone structuur,2242LV,ROTTERDAM,70.0,5600AD,NIEUWEGEIN,NLD,035  6779333,,m,8412.0,33221.0,,Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe),,,1.0,16-3-2009,15-12-1999,10-11-2010,21-2-2008
,UTRECHT,3502 HM,NL,NEDERLAND,NL - NEDERLAND,,020 523 45 00,Bedrijven: Middel >100 < 250,590 - Overheid: Overige,CUS,Overige,Stichting,3584BH,CULEMBORG,27.0,6880GB,,NLD,070  4260260,0800 2220800,m,8411.0,,,,,,2.0,6-6-2017,29-3-1991,,12-10-1910
4,ZALTBOMMEL,2740 AC,NL,CHINA,NL - NEDERLAND,,,Bedrijven: Overige,750 - Bedrijven: Klein <100,CUS,Klant,,9723BP,HEEMSKERK,,2628XJ,'S-HERTOGENBOSCH,,0475 389160,,,1051.0,,,Universitair hoger onderwijs,,,1.0,22-9-2005,6-1-2014,,
11,Breda,7241 CW,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Arbodienst,Besloten Vennootschap met gewone structuur,3112HD,'S-GRAVENHAGE,,,TILBURG,NLD,020  6175839,,,6201.0,,,,,,1.0,10-11-2014,,6-2-2010,1-4-1984
9,TIEL,2132 HB,NL,NEDERLAND,NL - NEDERLAND,,48505951428,Overheid: Gemeentes > 100000,,CUS,Overige,Naamloze Vennootschap met gewone structuur,6411BG,ROERMOND,2.0,2132PZ,ARNHEM,NLD,0184 491200,,f,88999.0,,,,,,7.0,30-5-2013,28-8-1996,,17-6-1973
1,LEIDEN,7461 AH,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Overige,620 - Onderwijs: MBO,CUS,Klant en Partner,Publiekrechtelijke rechtspersoon,8321WG,DELFT,40.0,3840AA,UTRECHT,NLD,050  3169000,,m,32991.0,,,Organisatie-adviesbureaus,,,9.0,1-4-2014,4-5-1999,,1-9-2001
205,SCHALKWIJK,7008 /AR,NL,NEDERLAND,NL - NEDERLAND,,036 527 2700,Bedrijven: Groot > 250,799 - Gispen / InterCompany,,Klant,Maatschap,7541WH,GRONINGEN,22.0,2640AC,UTRECHT,NLD,020  5306868,,m,72192.0,,,Brede scholengemeenschappen voor voortgezet onderwijs,,,1.0,2-2-2011,15-2-2006,,8-10-1918
17,UTRECHT,2594 AC,NL,NEDERLAND,NL - NEDERLAND,,,Onderwijs: WO,760 - Bedrijven: Overige,DEA,Klant,Stichting,1119PE,BUSSUM,202.0,1081HV,TILBURG,NLD,0492 768000,,m,6420.0,,,Holdings (geen financiële),,,9.0,,22-12-1970,,18-11-2003
15,"Cricklewood, London, NW2 6JR",3528 BE,NL,NEDERLAND,NL - NEDERLAND,,572382424,Bedrijven: Klein <100,590 - Overheid: Overige,CUS,,,3511ER,SCHIPHOL,141.0,3071AA,GRONINGEN,NLD,020  5989898,,,94994.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,,11.0,19-9-2012,17-8-2000,1-5-2014,3-12-1991
4-6,DEN HAAG,5613 AM,NL,NEDERLAND,NL - NEDERLAND,,015 2785350,Bedrijven: Groot > 250,760 - Bedrijven: Overige,CUS,Klant,Besloten Vennootschap met gewone structuur,1825PV,UTRECHT,25.0,2502CD,AMERSFOORT,NLD,0183 309425,,,77299.0,4666.0,,Openbaar interlokaal personenvervoer over de weg,,,3.0,19-7-2010,3-4-2014,,1-10-2002
