unknown,unknown,unknown,postcode,city,country,telephone_nr,sbi_code,unknown,unknown,unknown,unknown,unknown,unknown,date,unknown,legal_type,date,date
3165,C9D2F8F2-740A-4C21-8D07-843719CD603E,957475,1404 JN,Haarlem,NL ,,A         ,Prospect,CANE,62916A27-426D-4138-8976-8843886D22B9,,,,,ED98F9F3-B836-4212-A7A4-150E372A3346,,,
6277,527C6AA7-C172-43AD-8E17-5B01BDECFA3E,6522,1135 ES,Eindhoven,NL ,0341 253744,UNKNOWN   ,Customer,CANE,4A15F948-36A1-4429-9F97-0E4E58B958AE,,,,,32778801-A923-4794-ABD6-E1063DDA45A0,,,
3650,B6462290-CEC0-40B7-82F1-0B4F424DCA57,957740,2132MX,Haarlem,NL ,035 539 22 33,46        ,Lead,CANE,EB6F712E-2723-4B62-AD8C-11076B2BD12B,,,,,B4D4756C-A82E-4175-9EE4-318B7DEC23E7,,,
151,C27D77D0-DCC4-4FD8-864B-48E9CC7C5C96,955697,3601 CP,Purmerend,NL ,030-6020170,-         ,Supplier,CANE,08F8E809-C3E0-4A09-AE3E-9221F35A9011,,,,,A48F66FB-EAD2-4FFE-BE43-BFF6A4501E10,,,
201,21FDBB78-CA7D-4785-809A-3F98E10C6428,958716,3931 WL,Zuidlaren,NL ,,-         ,Lead,CANE,782526C5-FE30-4D92-AA31-12F02FB91780,,,,,466E9753-D57A-475E-B646-ACD388682060,,,
2185,2998D2AF-41E5-4F58-90BD-8A81573AAEFC,4163,9501KL,APELDOORN,NL ,,-         ,Prospect,CANE,2F190FBB-B2BC-48BC-B608-807C37E09466,,,,,E8298FCA-212E-4828-9C7B-12ACD4174FC8,,,
5320,3A052DEF-0507-42E9-B475-3153A459959D,204045,3328ZD,Amsterdam,NL ,,UNKNOWN   ,Customer,CANE,023003CF-63EE-4F78-888F-34DF33945E89,,,,,EE3EE533-CCB5-4C7E-8D92-4910A63358CD,,,
1923,57ACA3F4-39B0-4042-A803-3C232EE9E3FF,202463,5613ja,LEUSDEN,NL ,078-6200361,UNKNOWN   ,Prospect,CANE,31219445-D36E-453B-A6B2-F1DC8D1A50A6,,,,,7A4D2D5B-B660-44F4-8379-7A14289D1E3D,,,
4203,D37D6F0B-E4DA-4FDD-A691-59D1349D0F6D,956405,3741 EH,Bilthoven,NL ,,UNKNOWN   ,Customer,CANE,2AF21B4B-4B7C-46A6-AB0F-64F25BAF763E,,,,,534B090B-C122-4525-A093-96BC2187DD82,,,
3579,D1E2BAB5-3FDC-4015-98EE-AB6B0AB7FFDC,205262,6745 XM,Zwaagdijk,NL ,0548-615000,UNKNOWN   ,Suspect,CANE,96BF9767-D904-45CB-B1AA-0CED91D1A158,,,,2016-02-04 00:00:00.000,7DBC78E5-2533-4DE2-964B-9667F79719E8,,,
6369,0161A183-ED0D-44F4-AB0C-37157A3F8B37,204400,3904 JA,Houten,NL ,,-         ,Prospect,CANE,BBF0CF61-301D-4012-B954-656EDD458A8D,,,,,8E1C369F-3CEA-41F4-AB9F-4BEB64A5B8B0,,,
4718,DF72117D-15B1-477D-BB8F-4E569FBCF784,11429,5056JH,Oostvoorne,NL ,0528234828,-         ,Customer,CANE,CE0887AD-912A-42C5-91F9-347DEC7B893B,,,,,9342D603-2CBF-4F4E-8A6B-9519698293BA,,,
7036,80AEC281-D1F3-4559-83C5-997067989353,123495,3474 KX,NIJKERK,NL ,013-5432648,-         ,Customer,CANE,EC74A1E6-AD48-4C0D-B21B-DB9C6A8FEAEC,,,,,E65A2EAB-8A8F-4E0C-9066-8865F60B449D,,,
6274,671A0259-D96E-41FA-8C46-4F580FADCAFD,959407,,Amsterdam,NL ,030-637556,UNKNOWN   ,Customer,CANE,6F8AFF81-AC23-403C-A0C3-63ADC515C0BB,,,,,50708E00-B1CB-42B6-B6E3-13A8B7F96867,,,
5279,571CF81C-7578-428B-B7BD-6EEC36E0FFA6,958159,3902 JP,Hengelo,NL ,+31 318- 502671,UNKNOWN   ,Customer,CANE,94D03B17-C5EE-4339-B49B-A916349ECD14,,,,,BA8AFFC4-B437-4F1D-A70C-AEF01097127A,,,
7056,81CC484F-D5A8-4CFB-BA8F-2061B2E1CB5E,959567,3881 GB,Mariaheide,NL ,036-5366247,-         ,Customer,CANE,09D80850-0840-4497-ABCE-AAD3EB2CAAD8,,,,,BB4D78A9-357A-41E9-84E7-D0DE3A94DB2D,,,
6443,F64A7DD9-38B6-4183-9E68-364E79C38E03,957498,6833 HD,Utrecht,NL ,06-15573255,-         ,Customer,CANE,747AF66C-EDFF-4F39-BBA4-AA1B8D51D964,,,,,7F2B8AD9-A7A8-4FD5-97B6-62ACC4E53D3F,,,
1647,31A76950-956F-4621-9632-04F9F48481C5,900895,3761 CH,Zwolle,NL ,070-3639994,-         ,Customer,CANE,E01408A0-1D8B-4742-B4DF-9C999224232C,,,,,D8ADC20E-DBE8-4937-A8BC-C97829054A55,,,
5357,1119AB91-C056-43F2-AFD8-7480F3B3304F,140469,1276 EP,DRIEBERGEN-RIJSENBURG,NL ,071-5423333,-         ,Prospect,CANE,DA058595-D5FC-4FC2-ABDC-1F622EF0DEBB,,,,,CC02533E-8B6F-45DE-9E84-CC43A52D13B3,,,
125,26D741BD-16A6-4046-BD2E-BDE22DB2A5EE,202042,7324 AE,Nieuw-Vennep,NL ,0571 271122,-         ,Supplier,CANE,893DE4D8-7424-451A-B98C-F1DD969033CB,,,,,7DFE49A8-9887-4B52-8229-AFA88760DE35,,,
3598,0C58E01C-14D2-456C-B7C4-45F72169DED4,959539,3526 AG,Amsterdam,NL ,(033) 298 23 06,UNKNOWN   ,Suspect,CANE,7B36AE12-F1E9-4F24-A300-2841D1BC6EC7,,,17139791.0,,40539810-9239-4384-821D-6B01273314FA,,,
3993,2FC549A5-6CCB-47D5-8993-05D7C8F5D5EF,201995,5451 GV,Steenwijk,NL ,058-2945642,UNKNOWN   ,Supplier,CANE,4CBB8BAF-62F5-422B-86B8-99E31EF2DD3E,,,,,24764947-0D69-432A-9A1A-17472DF7C67A,,,
807,69218B9B-72C3-451A-926A-9E5A2556673B,3074,1070 AM,APELDOORN,NL ,0517-399777,-         ,Prospect,CANE,9D8FD6D4-A80B-4AE5-BE7F-3CA141D9A260,,,,,4B7C9C26-409E-4658-97D1-42E2D426962D,,,
334,FF789925-13A6-43A1-AFD9-002D5042C3C0,957443,7021 HR,Honselersdijk,NL ,070-3192121,-         ,Prospect,CANE,FE0365DE-55B5-4C3F-9FA1-2B837B14DE67,,,,,9FDFE8E2-21A8-46BE-8B6C-3E00AD851344,,,
2837,5AECD287-D26B-4A63-B0F5-58BC36B32B47,100034,3708 JA,Cuijk,NL ,,-         ,Customer,CANE,369EDB6F-C3F3-4011-ABE5-805286AB51F1,,,,,17055616-374D-487F-B4E5-EEEF92B0F7D5,,,
3786,20100A9E-2D78-4ED2-AD52-4F2935BBD75E,67575,1411 AR,Zeist,NL ,020-3652200,-         ,Customer,CANE,0F0F5E56-C1BF-4DA3-916C-654B97DD63EA,,,,,458469A3-4BF4-42F3-AA79-272FD43F4562,,,
3956,0CEB27FE-8502-4502-833E-0C935B61DA02,10302,5066 XD,Soest,NL ,078 6291066,-         ,Lead,CANE,C4B62275-2AD8-44ED-A47B-42443E663508,,,,,E7F108B7-6C4C-451C-AC29-B3B11D0CFB87,,,
5107,69C6744A-3DF9-4C37-BD4E-0F844FC15BA4,959404,1251 PB,DRIEBERGEN-RIJSENBURG,NL ,0252 436000,-         ,Prospect,CANE,546C7E8D-14F4-4C83-BFD1-ACBFA7B56053,,,,2015-11-27 00:00:00.000,38D65E02-12BD-496C-B32D-5622685C5D47,,,
4527,04E89EC4-91F2-4BB9-B4B8-AE2199E8DDDE,10239,8032VS,Zwolle,NL ,(035) 699 71 71,-         ,Supplier,CANE,E621781C-82D2-47CB-83BC-AB4DA494B4A1,,,,,22B7B619-0B46-414F-8A10-0FFBC29ABD58,,,
6016,4D39CCCC-E8FD-4D83-A3E4-D6F262B4A9E3,202670,3995 DZ,BAARN,NL ,06-51994360,UNKNOWN   ,Reseller,CANE,4B85A3C4-533B-4333-8441-BCD0AC4FFD3C,,,,,39B136F0-66AD-4DB5-B152-1F7FFE523D56,,,
1273,BF4C0192-8276-41AE-A01D-7C91FBC01002,202726,6075 GG,HUIZEN,NL ,0317-351162,-         ,Customer,CANE,1325131F-A4C6-4D41-9742-713ED7DD53E1,,,18795900.0,,B26FD249-E2E4-49F7-BF92-19537F375B4D,,,
1797,DEEE2204-C1C7-493E-972E-004C9714814C,957695,,Oosterbeek,NL ,(030) 252 40 10,-         ,Customer,CANE,09B823CE-D6A2-40DB-814A-B8F469CD1374,,,,,A0035258-5A23-4BFE-A197-236F38C54692,,,
216,E63A5CCE-E364-4528-97D1-CDD73177478A,956907,7513 BC,ALMERE,NL ,030  2517476,-         ,Customer,CANE,C8B31656-5D87-4518-BD4B-2C95EF2018CC,,,,,32119948-4C8B-42C1-8567-BEC1A876A99E,,,
1049,E6643538-20F0-4D19-9BA1-2C2A891498CC,201811,7461 AA,Alphen aan den Rijn,NL ,040-2042972,N         ,Suspect,CANE,D1D1CBDF-367C-4B81-9B43-C238F4AED4C6,,,,,80C5BC29-61F6-4B5C-84BF-4A61B299CE08,,,
2344,64BD9189-DA14-485E-9BDE-022F99887068,955670,6802 EC,Enschede,NL ,,-         ,Customer,CANE,F98E274C-40DE-4CDA-AC1E-0E86B7F91548,,,,,F679274D-D71B-4027-9FA2-D3191D36BCE8,,,
269,F58966A8-6900-4379-8697-ADC562C057E5,956502,3769 XA,Venlo,NL ,030 603 6604,-         ,Prospect,CANE,37A78F29-D316-4B27-9CA2-340BE7B24669,,,,,0C3DD53D-8A95-4F2E-87DF-70131807941D,,,
726,B7ABDA3C-AAEB-4A85-B155-A45AF2BD7A88,956470,2514 HE,HOUTEN,NL ,+31 55-576 70 32,UNKNOWN   ,Reseller,CANE,32119948-4C8B-42C1-8567-BEC1A876A99E,,,,,8331D0F0-C977-4D09-AD7D-6C7D5883BBDF,,,
2005,06852F68-4108-4F89-B1D2-BB3EFE6BC71D,959517,3851 NT,Amsterdam,NL ,0346-255 255,-         ,Lead,CANE,EA5E2F2F-8458-4E8F-B302-F0D09B9E154C,,,,,8E51A14C-BDC7-4DD6-A7B2-FE095332913C,,,
4949,709FE893-3061-471C-ADB6-CE95ACBC93F6,955714,7431 EH,AMSTERDAM,NL ,,-         ,Customer,CANE,57275936-6B5F-46BF-99F5-097EC99B13DC,,,,,1DE3FE8D-96E5-4CB2-830B-24A24C80CD68,,,
5852,893DE4D8-7424-451A-B98C-F1DD969033CB,123519,,Almelo,NL ,030-6376539,UNKNOWN   ,Lead,CANE,2C1DB702-000A-4D48-90AA-1E5DAF4B59DA,,,,,1E3DACA6-F1AE-4BB4-BC1B-99433F2153A7,,,
3758,0BF379A5-3C57-4E2D-AE02-DDAABB9C2E33,956474,7481 JA,Hoogstede,NL ,023 - 539 17 14,-         ,Supplier,CANE,1F009CFC-DC3D-470A-A5FC-1478E7F50D2C,,,,,D9FB9A83-DCE5-44DC-A1C8-F4FF468A3CF3,,,
3439,36786D07-AE81-4A2C-A9C1-387759047EB6,204053,4941 VX,HILVERSUM,NL ,0618-098611,-         ,Supplier,CANE,478DCEC9-ACF4-44AF-9384-7F814FDAC6E7,,,,,45F45A5C-F798-40A3-97FC-DD84B5555A7A,,,
4909,9144F790-C727-411B-B07A-0513EB852A9B,957688,1066 BV,LEUSDEN,NL ,023-5320825,UNKNOWN   ,Suspect,CANE,7396FF97-A8ED-4C0C-ADFD-515709F78EF3,,,,,5D6D35CE-7C1E-4044-A4CA-0D747BFC179C,,,
3941,226085A9-9BB3-4008-8F09-40E082AC9B4F,959045,1327GA,Den Haag,NL ,033-4637795,-         ,Supplier,CANE,FDD72A61-CB5B-42A6-9357-B7CEBAF5065E,,,,,23758606-34C0-4F73-930E-96A7279C15C8,,,
4894,33A65C82-C9FA-4829-A801-ED6FCE18FD3C,957757,4130 ED,Kortenhoef,NL ,,-         ,Customer,CANE,CD56B877-10FD-4BCC-B55E-74156DC7B86B,,,,2013-01-17 00:00:00.000,41C056E7-369E-4501-A40E-ADA66F42990C,,,
5594,A458720A-5D73-4FF8-8DA3-6B20AC405161,400615,3991DE,Gorinchem,NL ,020 5800304,-         ,Reseller,CANE,454565ED-DF88-4AB8-9C8C-05910514CA7A,,,,,ADF0F633-D458-455E-88EB-B82DFFF96FC0,,,
5131,B47EF770-6F1C-45F3-8A83-BDF93A117EB2,959273,2132 LR,SOEST,NL ,,N         ,Customer,CANE,D986039E-EC26-4568-BDEF-B48975DBFE1D,,,,,4F46FBFB-D6E0-46FC-9DEB-9D8232341002,,,
5160,90311DD4-87C9-42AF-854C-669F425BCC0A,200006,1043 AJ,Enschede,NL ,030-6395611,UNKNOWN   ,Supplier,CANE,1B56623E-46D7-4E44-85C0-B01F4F7053FB,,,,,E430A6ED-E481-43FD-8571-C9F4F6935EB2,,,
6493,CAE4CB39-0F9C-411E-8B7A-FCCF9BABA01C,958964,3821 BB,Utrecht,NL ,0,-         ,Supplier,CANE,F294C880-F325-4102-A950-900020B11055,,,,,85DF8E22-DCB6-40D7-A228-6F61E79F9294,,,
80,17EDDC3D-049E-4AFD-BD23-BB56C70C2F48,958786,3945PB,Schiphol,NL ,036-5336013,UNKNOWN   ,Customer,CANE,4654B4CE-69FD-4485-9108-B557160D7A93,,,,,AA3A725F-B1E9-4E7A-8EC0-D498F544AE9C,,,
1757,E917ED26-8364-493F-B8B7-23914CAECF43,1271,1521 RP,Soesterberg,NL ,0299 - 644631,-         ,Customer,CANE,C7120819-CD3F-4E0B-B55F-C79EB1972F7F,,,,,05D33093-9CFB-4D08-A42D-1A70F2F6369D,,,
1646,9B0B7758-FEC8-46AD-96E7-1FD5A066F19D,959069,1019 BR,,NL ,--,-         ,Customer,CANE,34D69F61-1F43-4623-84F7-CDF0FA33DFE9,,,,,767EF324-309E-44C7-A907-383E5B52CB60,,,
2107,CBC3F96D-4AE0-429F-A987-EFDEDB940C96,957401,3004 EC,Amsterdam,NL ,613777632,N         ,Supplier,CANE,C74B38B2-7378-4736-961E-0F4E2AEA9D9C,,,,,77583B0D-7FAF-4FC8-A56C-6ADB40270795,,,
1177,B68A81CA-7919-43C2-AEEF-83CB6CCE22DF,202746,,Amsterdam,NL ,0183-569090,-         ,Supplier,CANE,06D58DC8-C78A-4857-A5B2-53580C6E0AF4,,,,,F3432303-692A-4C4F-8F7F-7EC06263C449,,,
2429,5739DD05-D77D-44EF-8CDB-0F6E65BA4832,959319,3024 BH,Hilversum,NL ,-,-         ,Suspect,CANE,5FD2A8BB-0465-43DE-A050-C2727CF22297,,,,,FB695F1C-18CD-4BCB-9EF6-B7057E27C688,,,
4833,A91A02C2-F96F-41D5-8B59-76459DE8AFA3,958142,3743 HR,ZEVENAAR,NL ,020 - 562 11 15,D         ,Supplier,CANE,1C0ACCC6-2908-4A9A-962C-2F46294B35C7,,,,,E10B2788-08FC-4D6B-8244-6AD2079B8CEA,,,
378,3549C2C2-829C-4F11-A0B6-1C86704E09CF,4023,1648 HG,NIJMEGEN,NL ,035-6255070,UNKNOWN   ,Customer,CANE,670AFD35-681C-4C56-A79B-89E71494BA29,,,,,7222A313-95AF-4008-B1B9-351E032694E9,,,
3195,AB0276C5-1DAA-4D94-B440-25E777181E37,956700,,Utrecht,NL ,,-         ,Prospect,CANE,D501090F-FBFB-490C-A758-61420ABEB893,,,,,C5CFDF1D-A52C-4B04-ABE0-3105FD64B3F1,,,
4498,42B17B21-E3B4-4448-B151-CB164A59E871,10165,1505 HE,Utrecht,NL ,,UNKNOWN   ,Suspect,CANE,0E1F4FE7-A7A4-4A02-B21D-802457B9198A,,,,,E30B1E33-F531-49BA-92E8-0C807661952F,,,
1886,9525DD91-A62C-4E09-B33F-6FA804796F83,122,7608 PV,Elberg,NL ,0318-556290,UNKNOWN   ,Associate,CANE,88F8DAE1-94D2-4D09-B59B-7CDDE76D3E98,,,,,DBAA2605-1008-4823-B8C1-667098D5651D,,,
6669,D8F7BBDD-CC11-4D8A-8AF4-439851E68883,959206,7061 AC,TEMSE,NL ,010-2662453,UNKNOWN   ,Customer,CANE,E462F3A0-FC13-41C3-8EBB-BE44D2ECD28B,,,,,0D784616-C677-4404-8D6A-4AA1F1C9FB2A,,,
1737,AE277F39-B027-402D-8BA0-0166E2D280D8,203928,3811 ND,Winschoten,NL ,(026) 364 96 48,-         ,Customer,CANE,2F39ADEC-3CF2-4A6F-84E0-1881A3BD5E55,,,,,8231B380-9ACB-48E1-AE83-69D2A6650260,,,
5005,8F59E932-F063-4739-8045-3C6B8667340B,400742,1054 CH,Kerkrade,NL ,(035) 538 50 00,UNKNOWN   ,Supplier,CANE,650E99DE-2146-4B4D-8B6C-FE3006856086,,,,,9B548D39-DC17-4C05-B8F0-331B422785F9,,,
2609,9DB19035-71FB-44F1-933F-EDADD68B45C7,957746,4811 VC,Doetinchem,NL ,020  5104000,UNKNOWN   ,Reseller,CANE,A6578D3F-4652-40FA-BEC7-1E7CB268305C,,,,,A90328B9-4FCC-4C48-9FB3-5A57B6F96944,,,
4309,A0679709-47D0-4C40-A9E0-EAF6466F139E,957838,1525 RG,Rijssen,NL ,(035) 523 58 80,-         ,Customer,CANE,403268E7-E2DC-405B-A608-2A8145FAB80A,,16569008.0,,,EF8741B5-8538-401D-A4ED-82CAB4519F77,,,
2167,D4DDD7E9-40D7-4B9B-8966-40E7659FF8CA,203987,8253 PX,Dalfsen,NL ,,-         ,Customer,CANE,6FE6A6A3-0123-4F06-8506-A3B84979405C,,,,,D9B92C49-0174-4164-A1C5-4125CB21B098,,,
1760,87DDBBBA-F97A-4B3C-9E68-612E6D7431EA,202807,4700 BC,Driebergen,NL ,,UNKNOWN   ,Prospect,CANE,8BAFE21F-CD94-454D-8E0A-86A27B1C67F8,,,,,AA3E87EF-9D94-4399-B888-38749B0AA85A,,,
3456,B321B18B-7293-4337-B256-DE4882901569,958663,4904 SK,Almere,NL ,024-3818181,UNKNOWN   ,Prospect,CANE,82C0B220-0173-4C1A-A63B-48CEB256FCEF,,,,,677D202F-B4DF-4B78-950B-15387293596D,,,
5232,71FB6233-A158-4FD8-B1A3-CD97A439F65B,958057,,UITHOORN,NL ,030-2312086,-         ,Customer,CANE,9466DD58-58A8-4F4D-9356-2C63211A54B9,,,,,E856E2E0-C417-472C-ACEB-43AB6D662470,,,
3225,AE7C9EF3-1FA4-491F-A9BE-729114F06FF4,959635,7395SE,Leiderdorp,NL ,06-28429044,I         ,Prospect,CANE,2AC7B2DC-3041-46CC-BEDF-55CD63A14D72,,,,,FD47B6D1-FB05-4C6B-B793-EB464C91C8A4,,,
132,F6AF031F-86DE-4987-BE5A-8E1225F3D884,959586,3136 BT,Haarlem,NL ,050-5271613,UNKNOWN   ,Customer,CANE,0E03A36D-6867-4284-848D-F489B7C8C009,,,,,20D0F64F-3224-4DDE-A5EA-BBD6D624D35B,,,
745,AAB5084D-4399-4F63-BE0F-3F3201AF5BF8,4761,2031 BH,Zelhem,NL ,070  3353000,-         ,Division,CANE,F6ED0903-B815-44B7-96EF-7EA8F6B49BDB,,,,,FE5501FD-7A43-4E3E-98D0-4D00C65DBAF4,,,
2995,15D15768-6B2F-40F1-8133-40A301F6EAED,97,2012ES,DEVENTER,NL ,+31 (0)38 4209020,-         ,Supplier,CANE,5A42B2C1-9091-4625-B892-F669952C1E56,,,,,5489C8E0-81FA-480C-9FFB-1A04BE17DCA3,,,
4190,ED2FCD06-47A9-4F9C-B534-E3A572C7E2A4,957698,1021 KM,Amsterdam,NL ,0573 252229,N         ,Suspect,CANE,49E1F9DF-9965-4272-B97F-2BB04B5D56FB,,,,,8E1FA2B3-C6AB-4EBD-A59D-BD7218CCD01D,,,
6119,D1C4B34D-9E42-4D01-8455-28AE8DD91C47,204115,6669 CZ,Hoofddorp,NL ,020-4861041,UNKNOWN   ,Lead,CANE,760C5735-980C-473C-AB8D-E731FFD8674C,,,,,AD393600-BCE0-47E5-9F45-0C09B0E4192A,,,
6707,6AEC1302-BD03-446C-9D99-BF5875E6D82A,5136,7411 AH,Dieren,NL ,0547 335656,-         ,Prospect,CANE,874C0D6E-E495-4C54-8074-DF3494A4A912,,,,,16C782F0-4E5E-4EB7-AD3E-7A50E904AD8D,,,
3549,F71A3AB9-3DCD-4BCB-8DB4-5BF250252EDC,959077,1411 DC,Houten,NL ,020-6472221,-         ,Supplier,CANE,8776A88A-CAAD-4697-AC6F-2B690E7410F9,,,,,C20C419C-300F-4C9D-BB6E-21410F4F3FA8,,,
2759,413E6A70-6BB3-42D7-8655-78D41BF2BD63,957721,1402 HM,,NL ,079-3229293,UNKNOWN   ,Customer,CANE,A3D6D37D-B560-437A-828D-E6C7E1592F2F,,,,,EAC675CC-F879-4125-9CEA-DA8F1A514B88,,,
82,8419EA4E-9AF1-4C92-ABBF-C27B6192C649,959212,,Nijkerk,NL ,0342-452468,-         ,Customer,CANE,25DF1C56-88A0-40B9-8171-9D08E06A9C3A,,,,,291EF8C9-7EEF-41EF-8608-E52C37E45A07,,,
3558,B9B18D25-39C5-4D15-BBAF-BAF4555E8ADD,204241,1016 TA,Veenendaal,NL ,0541-572910,-         ,Lead,CANE,587B26D5-6180-47E4-8CC2-261B0BD3BDC7,,,,,0A081CB9-FB91-4F8D-A62F-22DEF751837C,,,
2333,8EB08361-C74C-4D68-A1DA-62772285C924,955604,8218PW,Den Haag,NL ,035  3020030,-         ,Customer,CANE,485634A4-2839-491D-B354-1E040EB87CDC,,,,,2F2BCD4D-928C-4459-9A5E-66DEFB7AE1DD,,,
6838,D9563893-FE7F-4AB0-B4B6-33ACC41FF573,202029,3813 RN,Veenendaal,NL ,0229 21 83 93,UNKNOWN   ,Prospect,CANE,C85DFB5E-48BA-42F6-8AEF-8ED85656249C,,19377347.0,,,216B5AAA-BBD4-45EB-B9D8-68F6BB160135,,,
1243,82F1B972-68AD-4881-B2FF-FCF28A6011D2,5145,7080 AA,Haarlem,NL ,653950880,-         ,Customer,CANE,BDD2E08A-1389-4339-94A1-F5F8A2069809,,,,,69D41466-5C64-4136-8426-9090AFA6DE45,,,
902,1ED18412-99A4-4BE3-92F1-B34082B7EDA6,200037,,Woerden,NL ,-,-         ,Prospect,CANE,79558616-FEBE-47E5-8A61-2111CA99676E,,,,,CA94C69F-89F0-4D7A-A1FF-9290F14FB85B,,,
6511,B27E61AE-D79B-4CF4-8AEE-89EAAC510BC6,956520,2042 KS,Wijk bij Duurstede,NL ,0523-281428,UNKNOWN   ,Customer,CANE,4BBBD20C-40ED-4AFC-AF25-2E639D87353B,,,,,08E940E3-E391-430D-994A-E5E2A1C8ADD1,,,
5647,B1C1E998-1461-4A97-8964-EF36FA41FE30,123529,2585 BL,Utrecht,NL ,030-6379070,N         ,Suspect,CANE,EC684F9C-56A3-4288-956B-61B2B1F26705,,,,,B2445253-587D-4093-8060-4AA87D5C485C,,,
1676,295CDB2B-E9C5-4BF9-BB70-2D021553A81D,958214,2060 AA,Steenwijk,NL ,06-10187245,UNKNOWN   ,Customer,CANE,994E59F6-6AF8-4278-A360-5D190DB7A4FB,,,,,3952D17E-E3ED-4D8E-965E-2BADAC9B9AB7,,,
3311,00C3CEC8-F2BD-4B82-92CB-DF703BDEEC91,957901,1862 ER,Arnhem,NL ,,-         ,Suspect,CANE,CA4AD4C2-D5A7-4265-B52C-FAED1D914EF0,,,,,8ADA7284-8FE9-4E28-A4DD-D05BBB6F5169,,,
2481,3DEBC7F6-1552-4E49-BCC5-72EEB909A6FB,3026,1270 BA,Heerlen,NL ,079 343 73 40,-         ,Prospect,CANE,273CB7A4-27A1-4E2C-A553-A1DF3057EB2E,,,,,4EA645ED-7918-40D3-AB02-4105107685FC,,,
3406,C000C077-EAFB-41C3-8C50-E237655AD341,959218,3743 BB,HUIZEN,NL ,0251-236 733,UNKNOWN   ,Prospect,CANE,89901641-10F5-4165-9D7A-EC71D176AE20,,,,,DD778143-B0DA-485A-9439-3C2006B29C0D,,,
3407,3A7AAA59-8C36-457A-BFF9-62305AB08B8F,1040,2343 SX,Deventer,NL ,06-16068713,UNKNOWN   ,Customer,CANE,6029A6E9-1EEA-41DB-A6B1-E369BC9C7C6E,,,,,C4F959AA-A4CA-47D7-8CF8-789EC3208218,,,
5297,94EA3287-B216-45BB-BE39-135CDE48D477,204214,2805 DA,,NL ,074  2421181,M         ,Supplier,CANE,ED528662-5881-49B2-A75D-0C59E44D9E52,,,,,4CA7605D-614B-4E24-9534-AA3540443913,,,
3834,5E40B64B-8A79-44D1-BD21-48BB37BDC640,1354,7301 GG,Zwolle,NL ,0571-271593,N         ,Prospect,CANE,F8FE1CA4-48D6-4828-BA80-F07DF7B31F9D,,,,,218B1312-1AF9-4A29-B128-477A62E17141,,,
629,79964CBB-0C7F-4941-A256-6D2DC6D7EC91,1364,4817 ZL,Uitgeest,NL ,055-5219771,UNKNOWN   ,Customer,CANE,5A293437-BB86-472D-BE81-03FBD264F289,,,,,CF375594-01CA-4B8D-B439-9948A88BCE31,,,
1863,2BE81166-C6E0-4EA6-9646-AA2681B92237,204450,2040,Venhuizen,NL ,0499-572944,-         ,Prospect,CANE,7B33369E-CEC3-4178-BC80-90108C2940F4,,317861.0,,,5EACC4BC-57DB-4948-A617-87F6C5CACA00,,,
6189,5C427908-10E6-4AEE-A965-2700D33DF04C,100494,3945 BG,HATTEM,NL ,,-         ,Customer,CANE,4823DAC6-98E5-4BDE-8CC7-1A25DAEB46A3,,,,,25C58AFD-273B-4947-AE94-ED7524D4711D,,,
6430,BB6BB030-EEED-41CB-A17F-B6C2ECB05D96,2702,,PURMEREND,NL ,+31 570-61 32 57,UNKNOWN   ,Customer,CANE,,,,,,61634DC3-E8D3-4136-BE9A-F5630B6DCCCF,,,
5103,F0CC443B-9821-43A4-AA9B-FBDB351A2D07,193,3542 DG,'t Harde,NL ,0800-0222320,N         ,Supplier,CANE,C0F1FF8A-AC63-4EE9-A3C1-E026FDBEF99A,,,,,C8AFA2F2-230F-4EA4-9CDF-1C3759F6A779,,,
3389,E9AF076F-D22F-46CF-9895-815922E8B492,100296,3991 PZ,Haarlem,NL ,0570-629229,-         ,Customer,CANE,54CEBC19-0CF4-4ACC-9895-235048C3F780,,,,,49E1F9DF-9965-4272-B97F-2BB04B5D56FB,,,
4362,EEA8E511-671C-4EE0-98E9-B64F40419B10,330,3737 BG,Rotterdam,NL ,030-6991068,-         ,Suspect,CANE,491A0942-F61E-4893-9491-1CAFCC1E0F6B,,,,,88F8DAE1-94D2-4D09-B59B-7CDDE76D3E98,,,
5287,3D903F84-2AF0-4DD0-B19F-FC05A2384B06,956174,,Amsterdam,NL ,0481 374783,-         ,Supplier,CANE,,,,,,9A3DA8D4-AB6D-406B-AC56-EC0442A8AFD7,,,
3175,9223FB28-0691-4C58-B952-10928CDBC3DF,6308,7335 AC,Amersfoort,NL ,071-5820964,UNKNOWN   ,Customer,CANE,E3209F67-6948-4FED-8A63-582A29B44E57,,,,,8EEEFB60-31C1-4C88-AA32-131E11CA3551,,,
5203,C28A9101-B9EA-45C0-9D91-1F545BA0DE18,957217,6661 NH,Meppel,NL ,0418-575040,-         ,Customer,CANE,96CA3946-E720-470A-8052-D8C09070DE89,,,,,8AE4B920-C7A7-447B-8ED5-5CB9A5CA488F,,,
1082,0F0F5E56-C1BF-4DA3-916C-654B97DD63EA,955666,8331 LL,AMSTERDAM,NL ,,-         ,Supplier,CANE,E1DB2D6B-836F-42EA-8235-7A0AFA524237,,,,,B20AB3CB-F4C3-44CA-90CE-9377CD780975,,,
