unknown,unknown,unknown,postcode,city,province,country,telephone_nr,telephone_nr,unknown,sbi_description,sbi_description,date,unknown
2010010829156,Zakenrelatie,Actief,1321 KE,Eindhoven,Noord-Holland,Netherlands,0343-532747,0318-487346,Architecten Ext. BNA,,,16-02-2011,internet
1606081142,Suspect,Actief,2628 ST,Purmerend,Groningen,Netherlands,078-6489607,,Architecten Ext. BNA,,,25-01-2010,Algemene media
2010010831051,Zakenrelatie,Actief,2015 CK,Den Haag,Zuid-Holland,Netherlands,06-51273623,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010827818,Suspect,Actief,8162 PK,'s-Hertogenbosch,Zuid-Holland,Netherlands,06-54368060,,Architecten Ext. BNA,,,10-03-2009,internet
2010010809361,Suspect,Actief,6301 DP,Roosendaal,Noord-Holland,Netherlands,010-4855801,036 535 4978,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-10-2009,Internet
K37543,Zakenrelatie,Actief,1901 PB,Delft,Noord-Holland,Netherlands,079-3296969,076 5036570,Architecten Ext. BNA,,,12-02-2015,DM cd bestanden
1606081248,Suspect,Actief,3812 GV,Geel,Gelderland,Netherlands,035-5823695,,Architecten Ext. BNA,,,17-03-2009,internet
1606081962,Klant,Actief,5258 KX,'s-Gravenhage,Zuid-Holland,Netherlands,0492-450051,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-07-2011,DM cd bestanden
2010010830040,Zakenrelatie,Actief,5644 NK,Bergen op Zoom,Overijssel,Netherlands,020-7521946,0544-376795,Architecten Ext. BNA,,,31-01-2012,internet
1606081113,Prospect,Actief,3812 PJ,Amsterdam,Groningen,Netherlands,06-52322850,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-05-2011,Beurs
200907014565,Zakenrelatie,Actief,4611 HC,Amsterdam,Noord-Brabant,Netherlands,013-8504705,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-01-2010,internet
K22141,Zakenrelatie,Actief,5266 BA,Baarn,Zuid-Holland,Netherlands,010-7525070,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-09-2009,DM cd bestanden
2010010828635,Suspect,Actief,5611 BH,Middelharnis,Drenthe,Netherlands,030-2334555,045-5660194,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,internet
K38834,Zakenrelatie,Actief,3818 HC,AMSTERDAM,Noord-Holland,Netherlands,06-42206725,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-01-2010,internet
1606081403,Zakenrelatie,Actief,4251 AA,Drachten,Zuid-Holland,Netherlands,0313-471705,076-5421690,Architecten Ext. BNA,,,18-05-2015,internet
2010010829290,Zakenrelatie,Actief,127015,Bergschenhoek,Zuid-Holland,Netherlands,020 344 9500,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-11-2015,internet
K23514,Zakenrelatie,Actief,5521 AZ,Bemelen,Limburg,Netherlands,010-2400171,070-3455455,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
2010010831182,Zakenrelatie,Actief,2311 ST,Amsterdam,Noord-Holland,Netherlands,023-5320840,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2013,DM cd bestanden
200907014904,Zakenrelatie,Actief,9718 CX,Budel,Gelderland,Netherlands,0529-481903,020-6246928,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,31-08-2011,DM cd bestanden
K38762,Zakenrelatie,Actief,8032 JA,'S-GRAVENZANDE,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,,,15-05-2008,internet
2010010832142,Zakenrelatie,Actief,9342 PG,Oosthuizen,Utrecht,Netherlands,035-3033733,024-6961833,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-11-2011,DM cd bestanden
K37232,Zakenrelatie,Actief,3034 CJ,Bloemendaal,Zuid-Holland,Netherlands,010-4254055,0187-487357,Architecten Ext. BNA,,,03-01-2014,DM cd bestanden
2010010827495,Zakenrelatie,Actief,6681 DA,Amsterdam,Zuid-Holland,Netherlands,0512-538706,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-07-2011,internet
2010010826043,Suspect,Actief,2377 AM,Eindhoven,Overijssel,Netherlands,06-16029474,,Architecten Ext. BNA,,,24-11-2009,DM cd bestanden
2010010827448,Suspect,Actief,1815 SL,ROTTERDAM,Zuid-Holland,Netherlands,010 260 2110,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,Via relatie
K22005,Zakenrelatie,Actief,2907 AX,Zeist,Noord-Brabant,Netherlands,070-3385400,0713-611366,Architecten Ext. BNA,,,08-03-2016,internet
1606081444,Zakenrelatie,Actief,6524 GB,Heerde,Zuid-Holland,Netherlands,045-5753297,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2015,internet
K20511,Zakenrelatie,Actief,6816 VE,Oud Beijerland,Noord-Holland,Netherlands,0570-616838,,Architecten Ext. BNA,,,10-02-2015,internet
1606081413,Suspect,Actief,6191 JW,Meppel,Noord-Holland,Netherlands,076-5154184,0180-661084,Architecten Ext. BNA,,,19-12-2007,baan
2010010831493,Zakenrelatie,Actief,2282 BM,Rotterdam,Noord-Holland,Netherlands,020-6722477,010-4766615,Architecten Ext. BNA,,,16-11-2015,DM cd bestanden
1606081829,Zakenrelatie,Actief,2313 TJ,Delft,Noord-Holland,Netherlands,020-5854030,,Architecten Ext. BNA,,,20-09-2013,internet
2010010830291,Zakenrelatie,Passief,1106 WN,Amsterdam,Zeeland,Netherlands,0591-616820,,Architecten Ext. BNA,,,19-12-2007,internet
2010010828206,Zakenrelatie,Actief,1053 BP,Rotterdam,Zuid-Holland,Netherlands,0515-412808,877842533,Architecten Ext. BNA,,,05-11-2015,internet
1606082432,Zakenrelatie,Actief,8531 HV,Delfzijl,,Netherlands,010 276 24 15,,Architecten Ext. BNA,,,29-03-2016,internet
2010010829576,Zakenrelatie,Actief,1086 ZC,Amsterdam,Noord-Holland,Netherlands,06-26864468,,Architecten Ext. BNA,,,16-11-2015,internet
1606081431,Zakenrelatie,Actief,1018 NX,Enschede,Antwerpen,Netherlands,010 212 1588,0251-319333,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-03-2016,internet
2010010829474,Zakenrelatie,Actief,7038 EC,AMSTERDAM,Groningen,Netherlands,06-44664009,,Architecten Ext. BNA,,,16-05-2013,internet
2010010827425,Zakenrelatie,Actief,7551 EL,Hoofddorp,Zuid-Holland,Netherlands,0032-38271841,0548-656995,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-03-2009,baan
K38059,Zakenrelatie,Actief,5384 RA,Burgerveen,Noord-Holland,Netherlands,020-4216300,,Architecten Ext. BNA,,,26-04-2011,DM cd bestanden
1606081426,Suspect,Actief,3214 AC,Amsterdam,Zuid-Holland,Netherlands,071-5133633,,Architecten Ext. BNA,,,30-04-2014,internet
2010010829381,Zakenrelatie,Actief,1441 EL,Amsterdam,Noord-Holland,Netherlands,020-6245344,,Architecten Ext. BNA,,,10-12-2009,internet
2010010832170,Zakenrelatie,Actief,5561 AA,Rotterdam,Groningen,Netherlands,036-5217191,,Architecten Ext. BNA,,,05-06-2008,DM cd bestanden
2010010822144,Zakenrelatie,Actief,5642 NJ,Apeldoorn,Noord-Brabant,Netherlands,075-6875338,020-6237002,Architecten Ext. BNA,,,15-02-2012,internet
K38629,Suspect,Actief,1097 DN,DELFT,Gelderland,Netherlands,0174-246000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-06-2009,internet
2010010829107,Zakenrelatie,Actief,7551 CK,Kerkdriel,Noord-Brabant,Netherlands,070-3505751,,Architecten Ext. BNA,,,30-04-2014,internet
200907014658,Zakenrelatie,Actief,3016 AL,Amsterdam,Noord-Holland,Netherlands,0117-492445,020-5697744,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-04-2008,DM cd bestanden
2010010832695,Zakenrelatie,Actief,2104 SW,Groningen,Zuid-Holland,Netherlands,06-53802283,024-3223575,Architecten Ext. BNA,,,14-02-2009,Koude acquisitie
2010010829575,Zakenrelatie,Actief,1187 ZS,Den Haag,Zuid-Holland,Netherlands,06-42256760,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-11-2012,internet
2010010830308,Suspect,Actief,1012 AJ,Hobrede,Utrecht,Netherlands,0592-544000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-03-2012,DM cd bestanden
1606081196,Zakenrelatie,Actief,1018 WJ,Cuijk,Zuid-Holland,Ireland,020-4233774,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-08-2009,Beurs
K38855,Zakenrelatie,Actief,1784 BG,Raamsdonkveer,Gelderland,Netherlands,026-3511996,045-8501823,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-04-2012,internet
2010010830054,Zakenrelatie,Actief,9247 AM,Breda,Gelderland,Netherlands,0182-394344,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-04-2010,internet
K23980,Prospect,Actief,6708 LJ,Boekel,Zuid-Holland,Netherlands,020-6373839,,Architecten Ext. BNA,,,21-03-2014,baan
1606081034,Zakenrelatie,Actief,5216 CD,Almere,Noord-Holland,Netherlands,030-2304227,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-09-2012,internet
1606080915,Zakenrelatie,Actief,1018 DA,Baarn,Noord-Holland,Netherlands,0317-460562,,Architecten Ext. BNA,,,09-06-2015,internet
2010010828997,Suspect,Passief,9403 AC,Hoorn,Zuid-Holland,Netherlands,076-5321905,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
2010010828469,Suspect,Actief,5012 HA,Scheemda,Noord-Holland,Netherlands,033-4224070,0497-360647,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-07-2011,DM cd bestanden
1606080423,Zakenrelatie,Actief,9845 AJ,Biddinghuizen,Overijssel,Belgium,050-7370077,071-5176021,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-12-2010,DM cd bestanden
2010010829848,Zakenrelatie,Actief,3055 CV,Amsterdam,Zuid-Holland,Netherlands,026-3683195,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-11-2014,internet
1606082426,Zakenrelatie,Actief,5211 TV,Rijswijk,Flevoland,Netherlands,0512-370020,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2010,DM cd bestanden
2010010826638,Zakenrelatie,Actief,9724 AJ,Waverveen,Groningen,Netherlands,026-370 4080,,Architecten Ext. BNA,,,05-01-2012,baan
1606082018,Zakenrelatie,Actief,3264 AH,Utrecht,Noord-Holland,Netherlands,023-5376449,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-10-2011,DM cd bestanden
2010010831129,Zakenrelatie,Actief,5913 BW,Vessem,Noord-Holland,Netherlands,074-2594406,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
K21723,Zakenrelatie,Actief,6267 BP,'s-Gravenhage,Antwerpen,Netherlands,06-10465020,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-01-2010,DM cd bestanden
2010010828361,Zakenrelatie,Actief,2941 CA,Groningen,Groningen,Netherlands,010-7142971,,Architecten Ext. BNA,,,24-08-2012,DM cd bestanden
K22512,Zakenrelatie,Actief,6611 DG,Gasselternijveenschemond,Utrecht,Netherlands,020-6246759,,Architecten Ext. BNA,,,29-12-2009,Koude acquisitie
2010010827742,Zakenrelatie,Actief,1018 NK,Amersfoort,Zuid-Holland,Netherlands,070-3924222,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-05-2013,internet
2010010830132,Zakenrelatie,Actief,6814 AS,Winschoten,Noord-Holland,Netherlands,010-4229919,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-09-2014,baan
K38121,Zakenrelatie,Actief,3024 BK,Zwolle,Noord-Brabant,Netherlands,020-3453989,,Architecten Ext. BNA,,,05-06-2014,Beurs
2010010832686,Prospect,Actief,6546 BA,Drachten,Noord-Holland,Netherlands,070-7073171,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-05-2012,DM cd bestanden
K22132,Zakenrelatie,Actief,1082 JT,Utrecht,Noord-Holland,Netherlands,020-6844446,,Architecten Ext. BNA,,,09-08-2012,internet
2010010831010,Zakenrelatie,Actief,1426 AE,Heerlen,Groningen,Netherlands,0251-224132,015-2561454,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-05-2012,DM cd bestanden
K37665,Zakenrelatie,Actief,7463 PM,Amsterdam,Overijssel,Netherlands,030-2658274,0049-0231-44202010,Architecten Ext. BNA,,,29-04-2014,internet
2010010831394,Suspect,Actief,4271 BL,Eindhoven,Groningen,Netherlands,010-2440404,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010832939,Zakenrelatie,Passief,5349 AP,Amersfoort,Noord-Brabant,Netherlands,024-3573359,0512-368071,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-02-2013,DM cd bestanden
1606080303,Klant,Actief,20010,Zeist,Zuid-Holland,Netherlands,104115959,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,Koude acquisitie
K38906,Zakenrelatie,Actief,3045 PA,Groningen,Overijssel,Netherlands,085-2100824,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-01-2010,baan
200907014709,Suspect,Actief,5600 CC,Bergen,Noord-Holland,Netherlands,010-4773707,,Architecten Ext. BNA,,,28-04-2014,Algemene media
2010010827931,Zakenrelatie,Passief,5645 JN,Den Haag,Noord-Brabant,Netherlands,020-7774243,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-01-2008,DM cd bestanden
2010010832659,Suspect,Actief,2131 GL,Heerenveen,Zuid-Holland,Netherlands,050-3600435,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-03-2010,internet
2010010828701,Zakenrelatie,Actief,,Dronten,Noord-Brabant,Netherlands,0515-433030,,Architecten Ext. BNA,,,23-11-2010,Beurs
2010010812941,Zakenrelatie,Actief,3512 JP,Rotterdam,Gelderland,Netherlands,020-6223522,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-06-2011,DM cd bestanden
1606082351,Zakenrelatie,Actief,Dublin,Rotterdam,Zuid-Holland,Netherlands,010 750 32 10,,Architecten Ext. BNA,,,20-02-2014,internet
200907014432,Zakenrelatie,Actief,2584 TX,LELYSTAD,Noord-Holland,Netherlands,0315-630891,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
K37316,Zakenrelatie,Actief,7251 XR,Makkinga,Utrecht,Netherlands,050-3130847,035-6970839,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
200907014332,Zakenrelatie,Actief,3551 BW,Abcoude,Utrecht,Netherlands,0164-213877,,Architecten Ext. BNA,,,08-05-2013,internet
2010010831110,Zakenrelatie,Actief,1625 HV,Buitenpost,Utrecht,Netherlands,0544-461201,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-10-2010,internet
1606081161,Suspect,Actief,1018 LL,Roosendaal,London,Netherlands,035-5426536,020-5553699,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-01-2011,internet
2010010829376,Zakenrelatie,Actief,5502 SB,Utrecht,Zuid-Holland,Netherlands,0548-514443,,Architecten Ext. BNA,"Industrieel ontwerp en vormgeving, fotografie, vertaling en overige co",Fotografie en ontwikkelen van foto's en films,16-11-2015,internet
20090529061,Zakenrelatie,Actief,1094 JL,Utrecht,Noord-Holland,Netherlands,053-4350014,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,internet
K38498,Zakenrelatie,Actief,4611 LB,Nunspeet,Noord-Holland,Netherlands,036-5292672,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,baan
1606082201,Suspect,Actief,3584 BP,Den Haag,Zuid-Holland,Netherlands,045-5660305,,Architecten Ext. BNA,,,21-01-2010,internet
K21936,Zakenrelatie,Actief,8801 KD,Noordwijk,Zuid-Holland,Netherlands,015-2146668,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-04-2010,internet
2010010828387,Zakenrelatie,Actief,8426 JG,Groningen,Noord-Brabant,Netherlands,020-7521946,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-04-2011,internet
200907014429,Klant,Actief,2111 XD,Oud beyerland,Overijssel,Netherlands,0182-357077,030-2731624,Architecten Ext. BNA,,,12-10-2015,Koude acquisitie
K38354,Zakenrelatie,Actief,1011 SB,Cuijk,Zuid-Holland,Netherlands,06-12702898,0548-519860,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2011,internet
1606082297,Zakenrelatie,Actief,4701 EW,'s-Hertogenbosch,Limburg,Netherlands,030-2201234,0117-494034,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,Beurs
2010010830092,Zakenrelatie,Actief,2613 BD,Zwevegem,Zuid-Holland,Netherlands,020-6274576,,Architecten Ext. BNA,,,01-07-2010,DM cd bestanden
2010010832789,Suspect,Actief,6268 NN,Culemborg,Gelderland,Netherlands,0595-412677,030-6598259,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2015,Beurs
2010010831339,Zakenrelatie,Actief,2343 JD,Voorburg,Noord-Holland,Netherlands,071-5018952,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
1606081314,Zakenrelatie,Actief,B-2170,Zutphen,Noord-Brabant,Netherlands,070 3462790,,Architecten Ext. BNA,,,09-12-2013,Bouw expresse
2010010812734,Zakenrelatie,Actief,9207 BV,TREMELO,Overijssel,Netherlands,046-4512695,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,Beurs
2010010832703,Zakenrelatie,Actief,7411 SK,Amsterdam,Noord-Brabant,Netherlands,078-6149661,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-10-2009,DM cd bestanden
K37965,Zakenrelatie,Actief,5258 SM,Delft,Noord-Holland,Netherlands,0164 240153,020-420448,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-01-2010,DM cd bestanden
2010010827096,Zakenrelatie,Actief,1222 SG,Deventer,Overijssel,Netherlands,06-30369880,010-4149245,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-06-2012,internet
2010010827760,Suspect,Actief,3641RK,Sittard,Noord-Holland,Netherlands,010-2200716,0318-525038,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010832298,Zakenrelatie,Actief,1017 XG,Rotterdam,Utrecht,Netherlands,072-7851640,050-5279379,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,internet
2010010829418,Zakenrelatie,Actief,3364 DJ,Amsterdam,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,,,21-03-2014,internet
1606082592,Zakenrelatie,Actief,2513 BB,Amsterdam,Noord-Holland,Netherlands,0546-643537,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2014,internet
1606082760,Zakenrelatie,Actief,3994 AK,Amsterdam,Noord-Holland,Netherlands,0348-563567,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-06-2014,internet
K38116,Prospect,Actief,7001 CR,Almere (Almere-Buiten),Gelderland,Netherlands,024-6962080,,Architecten Ext. BNA,,,16-02-2011,internet
1606081276,Zakenrelatie,Actief,2242 LW,Vlaardingen,Friesland,Netherlands,075-6217153,020-6264125,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-06-2015,DM cd bestanden
2010010828016,Klant,Actief,1017 BP,Amsterdam,Limburg,Netherlands,010-4333033,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,31-05-2012,internet
2010010830470,Klant,Actief,2628 RX,Delft,Zuid-Holland,Netherlands,0412-455522,020-4701175,Architecten Ext. BNA,,,03-01-2014,internet
2010010832637,Zakenrelatie,Actief,8331 GM,Alkmaar,Zuid-Holland,Netherlands,010-4046863,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2015,internet
2010010831656,Zakenrelatie,Actief,3032 AD,Wanssum,Utrecht,Netherlands,074-2429931,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-03-2014,DM cd bestanden
2010010829362,Zakenrelatie,Actief,6542 ZR,Beuningen,Birmingham,Netherlands,06-55104229,040-2938540,Architecten Ext. BNA,,,29-04-2014,baan
2010010831678,Zakenrelatie,Actief,B-3100,Amsterdam,Noord-Holland,Netherlands,0513-645445,015-2130235,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-01-2014,internet
1606081212,Zakenrelatie,Actief,4797 AM,Rotterdam,Noord-Holland,Netherlands,020-6722477,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-05-2013,internet
2010010828010,Zakenrelatie,Actief,1566 JD,Enkhuizen,Noord-Brabant,Netherlands,0522-246464,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-02-2015,DM cd bestanden
2010010828241,Zakenrelatie,Actief,3531 JP,Delft,Zuid-Holland,Netherlands,06-41245899,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-01-2016,DM cd bestanden
K38686,Zakenrelatie,Actief,3772 BL,Amsterdam,Flevoland,Netherlands,0229-260114,0511-475110,Architecten Ext. BNA,,,17-10-2014,internet
2010010830913,Zakenrelatie,Actief,1906 BK,ZAVENTEM,Noord-Holland,Netherlands,055-5418255,070-3685900,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-01-2012,internet
2010010832697,Zakenrelatie,Actief,1328 MK,Amsterdam,Noord-Brabant,Netherlands,0514-563131,0115-451630,Architecten Ext. BNA,,,14-08-2012,internet
2010010832808,Prospect,Actief,3361 AR,Arnhem,Noord-Holland,Netherlands,026-3542080,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-09-2014,internet
