unknown,telephone_nr,house_number,postcode,city,telephone_nr,house_number,postcode,city,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,date,date,date,date
1001609,0492 - 664 885,48.0,2800 AV,Winterswijk,,5.0,6440 AG,Oisterwijk,Besloten Vennootschap met gewone structuur,4132AS,VUGHT,536.0,5248JT,EINDHOVEN,NLD,088  1861777,,,4321.0,,,Grondverzet,,,4-9-2009,20-12-1963,,1-12-2004
K60851,,37.0,3440 AM,Harmelen,,216.0,5240 AB,Emmeloord,Besloten Vennootschap met gewone structuur,3871MT,DRACHTEN,6.0,5430DA,ZWOLLE,NLD,015  2684957,,,7112.0,,,Loodgieters- en fitterswerk; installatie van sanitair,"Groothandel in computers, randapparatuur en software",,20-9-2010,28-12-1970,,18-7-2009
1001997,,17.0,7483 PA,Brummen,,60.0,2960 AB,Amsterdam,Buitenlandse EG-vennootschap met onderneming in Nederland,2961AW,ENSCHEDE,614.0,3991SX,WOERDEN,NLD,073  5436100,,m,7112.0,2893.0,,Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,,,21-12-2011,30-12-2005,16-7-2014,26-7-1991
K60984,0384-560456,1025.0,7575 EM,Zierikzee,,64.0,1000 CC,Nijverdal,Besloten Vennootschap met gewone structuur,1106ZT,SNEEK,7.0,5528NL,UTRECHT,NLD,0499 767280,,m,43999.0,,42111.0,Wegenbouw,Uitleenbureaus,,29-5-2008,18-5-1983,,1-5-2012
1002320,0411-677865,10100.0,2628 RX,Arnhem,,90.0,1700 AA,Giessenburg,Besloten Vennootschap met gewone structuur,3812RP,OOTMARSUM,13.0,5281PL,ALMERE,NLD,078  6843111,,m,4120.0,,,Loodgieters- en fitterswerk; installatie van sanitair,Uitleenbureaus,,12-2-2014,12-4-1984,9-5-1974,1-7-1974
K10012,,13.0,1620 AD,Houten,onbekend,43.0,8440 AA,Maarssen,Vennootschap onder firma,7603BZ,APELDOORN,5206.0,3350AA,BOXTEL,NLD,045  5605040,,,7112.0,,4222.0,Algemeen overheidsbestuur,,,2-2-2011,9-4-1999,28-12-2001,1-1-1925
K59556,020 - 6966885 (ma t/m do),15.0,8000 AP,Maarheeze,,110.0,3980 CA,'s-Gravendeel,Besloten Vennootschap met gewone structuur,3295LE,ROOSENDAAL,18.0,7550AP,GORINCHEM,NLD,0184 448900,,m,46692.0,42111.0,,Algemene burgerlijke en utiliteitsbouw,Uitleenbureaus,,27-8-2012,22-5-1989,30-6-1989,4-12-1991
K59779,,69.0,3360 AA,Scherpenzeel Gld,,250.0,1911 DB,'s-Gravenhage,Publiekrechtelijke rechtspersoon,2031CN,DE MEERN,15.0,7521PH,DOORWERTH,NLD,010  4451222,,,2511.0,,78201.0,Ingenieurs en overig technisch ontwerp en advies,Financiële holdings,,23-9-2009,,,13-8-1945
K61018,040 - 2832946,525.0,3515 ET,Deventer,,5.0,6230 AB,Gronau,Besloten Vennootschap met gewone structuur,3439MR,OUDERKERK AAN DE AMSTEL,1.0,3440AM,ZWOLLE,NLD,0575 568233,,,6202.0,85592.0,,Ingenieurs en overig technisch ontwerp en advies,,,7-6-2011,20-1-1972,,24-7-1990
K59738,020 - 631 82 18,1.0,1100 AP,Gorinchem,,20.0,2800 AV,Someren,Stichting,7461JA,DORST,29.0,3980CC,ROSMALEN,NLD,033  2772324,,m,4291.0,,,Bouw van kunstwerken,Uitleenbureaus,Ingenieurs en overig technisch ontwerp en advies,14-11-2012,31-5-1993,,1-4-1993
1001638,040 - 7870910,10100.0,4730 AA,Roosendaal,,124.0,3600 BA,Rotterdam,Besloten Vennootschap met gewone structuur,7793HW,REEUWIJK,2.0,2130AK,UDEN,NLD,077  3558777,,,7112.0,,,Organisatie-adviesbureaus,Uitleenbureaus,Banenpools (werkgelegenheidsprojecten),31-12-2009,20-7-2005,,1-6-1994
K10044,0570 - 503250,15.0,4600 AA,Hoogeloon,,1.0,3009 AN,Rotterdam,Besloten Vennootschap met gewone structuur,5692DJ,HOOFDDORP,9.0,3600BE,BARNEVELD,NLD,0413 209349,06 14499144,,4321.0,,,Algemeen overheidsbestuur,,,14-6-2007,7-9-1909,,1-1-2010
1002178,038 - 4696123,398.0,3421 BV,Venray,,44137.0,5708 HZ,Maastricht,Besloten Vennootschap met gewone structuur,3565AN,EINDHOVEN,4.0,5754PB,PAPENDRECHT,NLD,0346 588888,,,78202.0,43221.0,,Elektrotechnische bouwinstallatie,,,15-4-2014,,,1-1-2010
K16400,,63.0,5600 AJ,Zwolle,,29.0,1106 ZT,Woerden,Besloten Vennootschap met gewone structuur,5911CJ,OLDENZAAL,36.0,3441AE,BARENDRECHT,NLD,0499 360911,,,8411.0,78202.0,,Advisering op het gebied van informatietechnologie,,Algemene burgerlijke en utiliteitsbouw,31-8-2010,3-12-1973,28-12-1981,1-4-1963
K60448,0347 329600,238.0,5690 AB,Rosmalen,,27.0,1303 AE,Kinderdijk,Besloten Vennootschap met gewone structuur,4131PA,BERGEN OP ZOOM,211.0,3600BA,BOEKEL,NLD,0229 547700,,,7112.0,,,Ingenieurs en overig technisch ontwerp en advies,,,28-8-2013,8-10-2008,11-9-1989,2-5-1983
K60903,0591-685555,50.0,5660 GA,Kinderdijk,,13.0,3002 AP,Groningen,Eenmanszaak,4104BB,LEIDSCHENDAM,25.0,3980CA,HOOGELOON,NLD,0186 603700,,,4120.0,,,Wegenbouw,,,18-12-2014,9-4-1998,,1-1-1974
K60707,0517 - 496100,11056.0,2841 MJ,Oldenzaal,,100.0,1970 CA,Vianen Ut,Besloten Vennootschap met gewone structuur,7825AL,LEEUWARDEN,11.0,1005HD,ROTTERDAM,NLD,0495 596596,06 53648856,m,8411.0,,,Vervaardiging van machines voor de kunststof- en rubberindustrie,,,9-9-2008,31-12-1999,18-4-1980,1-8-2003
1002189,035 6221179,1.0,8441 ER,Amsterdam,,1026.0,7300 AP,Zwolle,Besloten Vennootschap met gewone structuur,4811DJ,BERGSCHENHOEK,15.0,4854MG,RIJSSEN,NLD,0348 435100,,m,7112.0,,,Ingenieurs en overig technisch ontwerp en advies,,,1-5-2009,,22-7-2011,1-8-2007
K60633,073-5436611,26.0,8200 AB,Sneek,,10002.0,5102 AE,Rosmalen,Besloten Vennootschap met gewone structuur,3223LG,HEERHUGOWAARD,84.0,5700EV,ROTTERDAM,NLD,0183 645060,,m,,78202.0,,,,,23-10-2014,16-10-1981,,11-7-2003
K60942,085-5772450,25.0,5600 CE,Drachten,,8185.0,3503 RD,Heerenveen,Besloten Vennootschap met gewone structuur,3063NH,VELDHOVEN,170.0,4130EA,WIJCHEN,NLD,0182 543210,,m,7112.0,,43221.0,Leggen van elektriciteits- en telecommunicatiekabels,,,19-2-2015,,,2-1-1995
D-00042,0183 401011 076-5431640 cred,2.0,3350 AH,Gronau,078 6155163,6.0,5600 AJ,Zoetermeer,Besloten Vennootschap met gewone structuur,5528NL,SPIJKENISSE,2.0,5730AA,ROTTERDAM,NLD,078  6417222,,m,7112.0,7112.0,,Algemeen overheidsbestuur,Elektrotechnische bouwinstallatie,Natte waterbouw,30-12-2009,23-5-1969,25-11-1997,16-12-2014
K60140,078-6417222,37.0,3750 CG,Amsterdam,,7.0,9251 LV,Ouderkerk aan de Amstel,Publiekrechtelijke rechtspersoon,3044BC,BEST,10.0,2130AB,AMSTERDAM,NLD,088  0238460,,,7112.0,6202.0,,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,30-5-2013,26-3-1968,,1-1-2001
K60680,0183 - 820300,87.0,3063 NH,Oudewater,0486-459099,15.0,1100 AD,Gouda,Besloten Vennootschap blijkens statuten structuurvennootschap,6422PD,HOLTEN,1.0,8447CK,OOSTERWOLDE,NLD,058  2925925,,,94997.0,,,Wegenbouw,Natte waterbouw,Elektrotechnische bouwinstallatie,9-2-2010,17-3-1989,,18-11-2004
1002593,038-4560 456 ; 038-456 0922,483.0,2800 AV,Utrecht,,87.0,8200 AB,Rosmalen,Besloten Vennootschap met gewone structuur,1507EH,UTRECHT,50.0,2990AB,WOERDEN,NLD,073  5436100,,,3821.0,78202.0,,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",,,4-7-2006,27-5-2002,,23-2-1983
D-00054,030 7007 700,2265.0,5803 AP,Leeuwarden,,10.0,5684 PH,Rotterdam,Besloten Vennootschap met gewone structuur,9401BJ,GRONINGEN,18.0,4100AD,REEUWIJK,NLD,020  2182700,,,4120.0,4120.0,,"Bemiddeling bij handel, huur of verhuur van onroerend goed",,Wegenbouw,11-6-2007,,,29-9-1967
D-00197,0183 642300 088 8262218,110.0,4207 HB,Rosmalen,,70.0,3400 AE,Almere,Besloten Vennootschap met gewone structuur,3068AX,,6.0,3980CC,SON,NLD,,06 27095733,,6202.0,,78202.0,Algemeen overheidsbestuur,Vervaardiging van overige elektrische apparatuur,Landschapsverzorging,4-1-2013,17-1-1966,4-5-1972,15-5-1985
K60363,010 - 299 2288,124.0,7470 AB,Lichtenvoorde,,142.0,3442 AB,Roosendaal,Besloten Vennootschap met gewone structuur,6604LN,NIEUWEGEIN,2.0,7345AS,GORINCHEM,NLD,046  4389222,,m,4222.0,,,Elektrotechnische bouwinstallatie,,,15-10-2008,20-8-2007,,1-2-2009
D-00052,,734.0,5830 AC,Ouderkerk aan de Amstel,,113.0,5600 AH,Gorinchem,Besloten Vennootschap met gewone structuur,5037DB,ROSMALEN,12.0,3044BC,DEVENTER,NLD,040  2825540,,m,2899.0,,,Installatie van machines voor algemeen gebruik (geen gereedschap),Loodgieters- en fitterswerk; installatie van sanitair,,27-8-2014,,5-8-2005,8-1-1999
K60779,0412 453872,6633.0,2990 AA,Capelle aan den IJssel,,20.0,6503 GE,Dordrecht,Publiekrechtelijke rechtspersoon,1314BE,DOETINCHEM,4.0,6600AB,KESTEREN,NLD,0527 271218,,,2893.0,43221.0,78202.0,Vervaardiging van elektronische componenten,,,6-3-2009,19-5-1993,10-10-1984,1-3-1999
K60805,030-2486911,2131.0,8000 AP,'s-Gravenhage,,16.0,5300 DA,Oudenbosch,Publiekrechtelijke rechtspersoon,5248JT,CULEMBORG,2.0,3381LB,AMSTERDAM,NLD,030  2486911,,m,7112.0,,,Ingenieurs en overig technisch ontwerp en advies,Wegenbouw,,23-7-2012,24-10-1973,22-9-2011,1-3-1977
K58067,038 4608860,133.0,3350 AH,Bavel,,629.0,7570 AJ,Hengelo Ov,Besloten Vennootschap met gewone structuur,4153XK,MAARSSEN,6.0,7722RR,DORST,NLD,,,m,8411.0,4120.0,,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,30-6-2011,,26-3-1997,1-7-2015
K60896,0546 - 535 111,37201.0,5657 EB,Oosterhout NB,,174.0,8606 JJ,Hellevoetsluis,Besloten Vennootschap met gewone structuur,7575EM,IJSSELSTEIN,71.0,8013PM,BOXMEER,NLD,0541 537390,,,8411.0,,78202.0,Ingenieurs en overig technisch ontwerp en advies,Loodgieters- en fitterswerk; installatie van sanitair,,8-2-2010,28-5-1998,,27-2-2002
K60431,088-3366333,6.0,6545 CG,Zwanenburg,,10.0,2718 SB,Zierikzee,Besloten Vennootschap met gewone structuur,5691NL,TIEL,14.0,2700AR,TIEL,NLD,023  7528000,,m,8411.0,,,"Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek",,,15-4-2009,,5-3-1975,13-9-2013
D-00175,088 - 023 84 60,142.0,3009 AT,Amsterdam,,998.0,3195 ND,Utrecht,Besloten Vennootschap met gewone structuur,3411MG,GROOT-AMMERS,68.0,4661KW,ELBURG,NLD,035  6221179,,m,46499.0,78202.0,78202.0,Ingenieurs en overig technisch ontwerp en advies,,,8-6-2007,,,19-12-2001
D-00193,,18.0,4004 LC,Sliedrecht,073 6155563,17.0,9285 ZV,Dongen,Besloten Vennootschap met gewone structuur,5215MV,AALTEN,11.0,4040DA,MIERLO,NLD,0478 513737,,m,4711.0,,,Wegenbouw,Uitleenbureaus,,7-7-2009,24-11-1998,,10-10-2012
1001747,030-6598777 (09:00 - 14:00),62.0,9723 DV,Kampen,,1330.0,1000 CV,Nieuwendijk NB,Besloten Vennootschap met gewone structuur,8042PB,OPHEUSDEN,6.0,6200AM,DEVENTER,NLD,0348 689446,,,43222.0,,,Installatie van ketels en tanks,,,8-6-2007,28-12-1982,,1-2-2010
K60235,040 - 2638888,25.0,4800 CG,Papendrecht,onbekend,2017.0,6800 AG,Gouda,Besloten Vennootschap met gewone structuur,6865HJ,ZWOLLE,69.0,2990AC,HOEVELAKEN,NLD,0184 654443,,,3011.0,,8130.0,Elektrotechnische bouwinstallatie,,Algemene burgerlijke en utiliteitsbouw,6-3-2012,21-4-2008,24-4-1981,20-8-2003
D-00133,010 4582022,748.0,4153 ZH,Udenhout,0575 - 568 288,93.0,6100 AL,Utrecht,Besloten Vennootschap met gewone structuur,3534BK,SCHERPENZEEL,2.0,2960AA,GELDERMALSEN,NLD,0180 640911,,,2733.0,,,Algemene burgerlijke en utiliteitsbouw,Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,Vervaardiging van metalen tanks en reservoirs,,,,1-1-1976
1001700,085 - 7731833,12182.0,7460 AA,Nieuwegein,038-4221999,2124.0,3846 CG,Zwolle,Besloten Vennootschap met gewone structuur,7002GJ,HOUTEN,30.0,3002AP,SINT ODILIËNBERG,NLD,088  8577777,,,8412.0,4120.0,,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,18-8-2011,29-12-1916,,1-1-1986
K59835,0164 - 614070,6.0,7630 AA,Hendrik-Ido-Ambacht,,6.0,4041 CL,Stolwijk,Besloten Vennootschap met gewone structuur,4824AH,VENRAY,31.0,3430BM,WINTERSWIJK,NLD,030  2486774,,,6201.0,,,Algemeen overheidsbestuur,Wegenbouw,Uitleenbureaus,14-7-2011,20-3-1991,,7-6-2012
K60233,055-5382222,17.0,9285 ZV,Vianen Ut,,1025.0,7550 AP,Maarheeze,Besloten Vennootschap met gewone structuur,4704RK,SOMEREN,1.0,3300AC,KOLLUM,NLD,020  3050949,,m,7112.0,43991.0,,Grondverzet,Uitleenbureaus,Uitleenbureaus,1-7-2009,,23-5-2008,1-1-1963
K60959,0575 - 568 233,60.0,5071 ND,Houten,0570 503255,50.0,3901 GA,Heerlen,Besloten Vennootschap met gewone structuur,7327JZ,DOETINCHEM,67.0,1033SG,LEEK,NLD,038  4608860,,,8411.0,,46694.0,"Ontwikkelen, produceren en uitgeven van software",,,27-11-2009,7-9-1973,,20-7-2005
K60913,0320 278911,10.0,5708 HZ,Woerden,onbekend,30248.0,7420 AA,Eindhoven,Besloten Vennootschap met gewone structuur,3991CN,OUDENBOSCH,6.0,5700AC,UTRECHT,NLD,030  8502500,,m,2670.0,,70221.0,"Keuring en controle van machines, apparaten en materialen",Groothandel in zand en grind,,1-7-2013,4-5-2004,,5-2-2015
D-00006,0570697911,59.0,3500 GK,Heerlen,,1.0,9206 AR,Stein Lb,Publiekrechtelijke rechtspersoon,4206CG,WEERT,2.0,4800CG,BREDA,NLD,,,,7112.0,,,Algemeen overheidsbestuur,,Arbobegeleiding en reïntegratie,12-5-2014,27-7-1967,9-8-1972,1-2-2014
K59816,038-4672323,94595.0,5240 AK,Vianen Ut,,2212.0,1030 AE,Capelle aan den IJssel,Besloten Vennootschap met gewone structuur,6603BA,BAVEL,2.0,7630AA,ERP,NLD,030  2853136,,f,43222.0,,,Reparatie en onderhoud van schepen,,Uitleenbureaus,16-4-2008,29-11-1977,,1-7-2007
1002037,030-2486970,69.0,4800 DD,Hoogerheide,,34.0,3006 HC,Dordrecht,Besloten Vennootschap met gewone structuur,3521AL,VENLO,1.0,3430BA,ROTTERDAM,NLD,,,,7112.0,,,Financiële holdings,Uitleenbureaus,Uitleenbureaus,29-1-2007,21-4-1993,,1-1-2001
K60672,045 - 560 5040,53.0,5201 AE,Maastricht,0229 236985,90602.0,9723 DV,Zoetermeer,Stichting,6444AT,HOOFDDORP,136.0,9251LV,KERKRADE,NLD,0546 879555,,m,3315.0,,78202.0,Vervaardiging van machines voor de productie van voedings- en genotmiddelen,Uitleenbureaus,,8-11-2010,,,29-5-2012
D-00192,,90.0,7550 AP,Almelo,,1212.0,7521 PH,Haarlem,Besloten Vennootschap met gewone structuur,6041EM,EINDHOVEN,13.0,3401BK,HEERHUGOWAARD,NLD,075  6847060,,,46722.0,,161.0,Ingenieurs en overig technisch ontwerp en advies,,,24-11-2015,26-3-1997,24-7-1987,4-1946
D-00112,+31 (0)73 543 55 66,1.0,8080 AA,Elburg,,20175.0,4854 MG,Valkenswaard,Besloten Vennootschap met gewone structuur,1332AT,ALKMAAR,190.0,3870CE,ZOETERMEER,NLD,0418 681681,,,78202.0,78202.0,,Ingenieurs en overig technisch ontwerp en advies,,,5-1-2010,26-5-2006,,10-4-2006
K10031,0181 614 117,12345.0,1303 AE,Heerhugowaard,,37.0,6560 AC,Maarssen,Besloten Vennootschap met gewone structuur,4731GJ,ROTTERDAM,8.0,3000LP,MAARSSEN,NLD,078  6417222,,m,2.0,6209.0,,Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,,,20-8-2012,19-12-2013,,23-5-1997
K60953,020 - 3050940,30248.0,5240 BB,Veldhoven,,25.0,3800 AA,Doorwerth,Besloten Vennootschap blijkens statuten structuurvennootschap,3402PL,ZWOLLE,52.0,2800AB,SNEEK,NLD,0344 649090,,,2399.0,,,Algemene burgerlijke en utiliteitsbouw,,,15-4-2009,20-1-1997,,27-2-2002
K60804,,14.0,1990 AC,Rotterdam,0418-644645,2240.0,3800 AA,Drachten,Publiekrechtelijke rechtspersoon,4815PN,ROTTERDAM,91.0,8316ZG,AMERSFOORT,NLD,,,m,8411.0,,,Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap),Financiële holdings,,12-10-2015,24-9-2007,,29-9-1977
K58053,0184 43 19 11,3161.0,1620 AD,Duiven,,77.0,7060 AC,Bunnik,Besloten Vennootschap met gewone structuur,8447CK,MIJDRECHT,5.0,3295KH,CULEMBORG,NLD,,,m,43222.0,,,Ingenieurs en overig technisch ontwerp en advies,Wegenbouw,,1-4-2008,24-7-1995,8-10-2001,5-1927
1001552,,50.0,3980 CE,Gouda,,246.0,8300 AJ,Eindhoven,Besloten Vennootschap met gewone structuur,7327AD,EMMELOORD,11.0,9600AA,ALMELO,NLD,0900 7808700,,,42111.0,,,Vervaardiging van machines voor de productie van voedings- en genotmiddelen,,,21-4-2010,31-5-2001,22-1-1998,19-12-1977
K58039,0495 - 58 58 20,7196.0,4849 BR,Eindhoven,onbekend,800.0,4706 PB,Brummen,Publiekrechtelijke rechtspersoon,2718RP,SITTARD,1.0,8914BC,NIEUWEGEIN,NLD,055  5382222,,m,33222.0,78202.0,,Landschapsverzorging,,,6-1-2010,,,1-1-1964
K60912,0534 - 287880,224.0,9206 AR,Amsterdam,,10000.0,3430 RA,Sliedrecht,Besloten Vennootschap met gewone structuur,9285NH,EINDHOVEN,67.0,4800RH,BRUMMEN,NLD,0495 599030,,m,8412.0,,,Financiële holdings,,,30-7-2008,16-5-2011,19-10-1990,29-9-1949
D-00195,078 - 6441644,236.0,4700 BB,Utrecht,,224.0,7122 MP,Heesch,Besloten Vennootschap met gewone structuur,7345AS,APELDOORN,1.0,6800AG,HARLINGEN,NLD,,,m,2611.0,78202.0,,Elektrotechnische bouwinstallatie,,,9-6-2008,,,1-1-1984
K60971,0485 - 494 141,1160.0,3990 GD,Meerssen,onbekend,236.0,8000 AP,Heesch,Besloten Vennootschap met gewone structuur,5708HR,HOUTEN,2.0,3220AE,UTRECHT,NLD,0548 688800,,f,2812.0,2511.0,,"Vervaardiging van hijs-, hef- en transportwerktuigen",Handel in eigen onroerend goed,,1-2-2010,27-12-2007,9-2-1984,31-12-1966
1002602,,10.0,1043 CA,Zoetermeer,,216.0,8861 NW,Bergschenhoek,Besloten Vennootschap met gewone structuur,3354XA,PAPENDRECHT,4.0,3600BA,VELDHOVEN,NLD,,,m,43222.0,46739.0,,Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen),,,3-1-2008,29-5-2001,19-5-2008,7-3-2007
K60289,074-8200204,6.0,4460 AA,Amsterdam,,164.0,7130 AD,Breda,Besloten Vennootschap met gewone structuur,3011EN,DELFT,1.0,4900AD,NIEUWEGEIN,NLD,030  6044282,,m,7112.0,,,"Ontwikkelen, produceren en uitgeven van software",,,11-11-2013,10-10-2012,,19-3-1998
1001780,040 - 2825000,246.0,7102 JH,Maarssen,,166.0,3606 AS,Amersfoort,Besloten Vennootschap met gewone structuur,8081HC,MOORDRECHT,65.0,4200AE,EINDHOVEN,NLD,0347 357300,06 14987211,,4120.0,78202.0,,Algemene burgerlijke en utiliteitsbouw,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",,12-10-2015,24-7-1987,31-12-1992,28-5-1932
K10052,0570 699911,13.0,5600 AN,Amsterdam,,6.0,5240 AE,Woudenberg,Publiekrechtelijke rechtspersoon,7472DE,SLIEDRECHT,27.0,5102AE,DONGEN,NLD,079  3170170,,,2651.0,4321.0,4221.0,Vervaardiging van overige goederen n.e.g.,,,4-10-2012,22-8-1997,1-1-2000,1-11-1974
K60929,0183 50 11 99,5.0,3006 AE,Dongen,,10080.0,1704 RN,Bunnik,Besloten Vennootschap met gewone structuur,3981AZ,NIEUWEGEIN,1.0,6077NN,ROTTERDAM,NLD,0512 332000,,m,4120.0,43221.0,,Ingenieurs en overig technisch ontwerp en advies,Uitleenbureaus,,18-5-2012,17-7-2009,,7-9-1909
K60954,020  6842965 (8:00 - 12:00),330.0,9351 VR,Doetinchem,0318 624954,1.0,1023 BX,Veenendaal,Publiekrechtelijke rechtspersoon,3441AE,WINTERSWIJK,1.0,3000LP,TILBURG,NLD,015  2512840,,,4321.0,,,Overige reiniging,Personenvervoer per spoor (geen tram of metro),Elektrotechnische bouwinstallatie,10-4-2009,24-8-1979,30-9-1994,4-1-1988
K60609,0162-433334,72.0,5202 CG,Rotterdam,,46.0,3784 XC,Leeuwarden,Besloten Vennootschap met gewone structuur,3439MR,WOERDEN,33.0,1001NS,HALSTEREN,NLD,0346 581070,,,,4312.0,,Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap),Teelt van overige eenjarige gewassen,,1-10-2009,,,16-9-1935
D-00166,0161 411 916,35.0,8232 PH,Gouda,,398.0,7471 ST,Utrecht,Besloten Vennootschap met gewone structuur,3442AC,WIJCHEN,30.0,7630AA,MAARHEEZE,NLD,045  5676767,,,,,,Uitzendbureaus,,Uitleenbureaus,23-5-2007,5-9-1997,,19-7-2005
K60936,040-2825540,2.0,7333 NR,Apeldoorn,,37.0,5528 ZG,Bergen op Zoom,Vennootschap onder firma,7328JK,MAARSSEN,45.0,5700AX,IJSSELSTEIN UT,NLD,0594 552420,06 51338263,,6420.0,78202.0,,Algemeen overheidsbestuur,,,19-1-2006,4-9-1974,24-3-2005,26-8-2010
K40101,,250.0,3980 CA,Oosterhout NB,,2.0,7483 PA,Aalten,Besloten Vennootschap met gewone structuur,7553GS,UTRECHT,6.0,5600AH,HARMELEN,NLD,0411 655911,,m,4321.0,4321.0,,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",Overige gespecialiseerde werkzaamheden in de bouw n.e.g.,,30-7-2009,,12-11-1997,9-4-1998
D-00119,030 2486221 / 6233,7.0,8000 AP,Mierlo,,246.0,3990 CG,Leek,Besloten Vennootschap met gewone structuur,7255XA,OUDEWATER,2.0,3360AA,HARDERWIJK,NLD,074  2555444,,,4120.0,,,Algemene burgerlijke en utiliteitsbouw,,,29-10-2007,22-11-2000,,1-11-2001
1002002,,1013.0,6040 KB,Sassenheim,,483.0,9704 CH,Someren,Besloten Vennootschap met gewone structuur,8443DV,ELBURG,32.0,6026PX,VROUWENPAROCHIE,NLD,0516 520948,06 24290182,,43221.0,,,Algemeen overheidsbestuur,Vervaardiging van overige producten van kunststof,,6-2-2014,22-5-1973,13-6-1990,1-1-1982
D-00208,06-39588342,1330.0,5281 PL,Amsterdam,,1025.0,4004 LC,Scherpenzeel Gld,Besloten Vennootschap met gewone structuur,5554DA,ROTTERDAM,37.0,7570AJ,EINDHOVEN,NLD,0492 747580,,,4221.0,,,Ingenieurs en overig technisch ontwerp en advies,,Installatie van verwarmings- en luchtbehandelingsapparatuur,23-3-2010,,,19-9-1916
K61005,,42.0,4800 CE,Eindhoven,,14.0,3931 ES,Heerhugowaard,Besloten Vennootschap met gewone structuur,8013PD,HENGELO,67.0,2810AD,VIANEN UT,NLD,0485 586122,,m,4120.0,,,Elektrotechnische bouwinstallatie,,,15-4-2014,3-5-2006,,30-7-1975
1002206,,147.0,5240 AE,Emmen,038 8514210,1025.0,8080 AB,Nieuwegein,Besloten Vennootschap met gewone structuur,1059CB,NIEUWEGEIN,13.0,8013PD,WOERDEN,NLD,0570 699911,,,4941.0,6810.0,,Detailhandel via postorder en internet in kleding en mode-artikelen,,,16-1-2012,18-12-1964,3-7-2009,15-6-2011
K60842,088 - 826 23 39,2823.0,6440 AG,Drachten,onbekend,37.0,4255 ZG,Hoorn NH,Besloten Vennootschap met gewone structuur,1045AX,ZWIJNDRECHT,6.0,,NIEUWEGEIN,NLD,040  2683000,,,2651.0,78202.0,,Ingenieurs en overig technisch ontwerp en advies,Natte waterbouw,,15-7-2009,16-10-2008,1-7-2005,19-10-1961
1002242,,5.0,2990 AB,Brunssum,,246.0,4600 AA,Leeuwarden,Besloten Vennootschap met gewone structuur,5711RE,NIEUW-VENNEP,78.0,8080AA,BEST,NLD,0348 432608,,,161.0,42111.0,,Vervaardiging van overige elektrische apparatuur,,,21-1-2008,13-12-2007,,1-1-1972
K10600,010 - 4078 911,19.0,8260 AC,Ootmarsum,,3.0,5240 AE,Raamsdonksveer,Publiekrechtelijke rechtspersoon,1033SG,SINT ODILIËNBERG,53.0,3006DA,AMSTERDAM,NLD,088  7565343,,,23611.0,4291.0,,Ingenieurs en overig technisch ontwerp en advies,,,4-9-2009,20-12-1963,28-12-1972,16-1-1950
D-00120,010 2264935,2.0,3295 KH,Heesch,,60.0,3440 AM,Amsterdam,Besloten Vennootschap blijkens statuten structuurvennootschap,5081CA,EMMEN,59.0,5100BC,ROSMALEN,NLD,020  4077100,,,4222.0,78202.0,,Algemeen overheidsbestuur,Loodgieters- en fitterswerk; installatie van sanitair,,1-1-2010,8-11-1989,20-7-2006,26-7-2006
K60262,,46.0,5605 LT,Sliedrecht,0341-424842,23.0,6222 NJ,Tiel,Besloten Vennootschap met gewone structuur,5248JT,AALTEN,22.0,7460AG,BUNNIK,NLD,0344 620280,,m,2899.0,6420.0,,"Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)",Holdings (geen financiële),,11-1-2013,4-10-1967,,3-5-2006
D-00125,045-5659100,51.0,1090 GC,Winterswijk,,24.0,8080 AC,Bunnik,Buitenlandse op EG-vennootschap lijkende vennootschap met onderneming in Nederland,7122LB,HOORN,7.0,3410CA,ALMELO,NLD,0493 387711,,m,2593.0,,,Algemene burgerlijke en utiliteitsbouw,,Uitleenbureaus,1-9-2015,,,1-1-2002
K23900,010-4897957 / 010-4896922,21.0,3600 BA,Groenlo,020 6510850,525.0,6641 TL,Amersfoort,Besloten Vennootschap met gewone structuur,3784XC,CAPELLE AAN DEN IJSSEL,1.0,3600BA,ZAANDAM,NLD,0180 418559,,,43222.0,78202.0,4222.0,Elektrotechnische bouwinstallatie,Wegenbouw,,12-5-2011,24-3-2014,3-6-2010,16-8-1979
